/Reviews,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/text
B00KMRGF28_112_AG0H7UG6OX2GU,355,B00KMRGF28_112_AG0H7UG6OX2GU:3,,2014,LAPTOP#OPERATION_PERFORMANCE,positive,its very fast and very light.
B00KMRGF28_112_AG0H7UG6OX2GU,355,B00KMRGF28_112_AG0H7UG6OX2GU:3,,2014,LAPTOP#DESIGN_FEATURES,positive,its very fast and very light.
B00KMRGF28_112_AG0H7UG6OX2GU,355,B00KMRGF28_112_AG0H7UG6OX2GU:4,,2015,LAPTOP#GENERAL,positive,great product.
B00KMRGF28_112_AG0H7UG6OX2GU,355,B00KMRGF28_112_AG0H7UG6OX2GU:5,,2016,LAPTOP#GENERAL,positive,i am giviing it four stars instead of five because of no disk drive and the crashing
B00KMRGF28_112_AG0H7UG6OX2GU,355,B00KMRGF28_112_AG0H7UG6OX2GU:5,,2016,LAPTOP#DESIGN_FEATURES,negative,i am giviing it four stars instead of five because of no disk drive and the crashing
B00KMRGF28_112_AG0H7UG6OX2GU,355,B00KMRGF28_112_AG0H7UG6OX2GU:5,,2016,LAPTOP#OPERATION_PERFORMANCE,negative,i am giviing it four stars instead of five because of no disk drive and the crashing
B00KMRGF28_149_A3J4TEK6ANKJHC,356,B00KMRGF28_149_A3J4TEK6ANKJHC:0,,2017,LAPTOP#GENERAL,positive,I absolutely love my Dell Inspiron!
B00KMRGF28_149_A3J4TEK6ANKJHC,356,B00KMRGF28_149_A3J4TEK6ANKJHC:1,,2018,,,I use it for basic web browsing and word processing.
B00KMRGF28_149_A3J4TEK6ANKJHC,356,B00KMRGF28_149_A3J4TEK6ANKJHC:2,,2019,,,I have also used it to watch YouTube and Hulu.
B00KMRGF28_149_A3J4TEK6ANKJHC,356,B00KMRGF28_149_A3J4TEK6ANKJHC:3,,2020,LAPTOP#OPERATION_PERFORMANCE,positive,"It powers on/off very quickly, and it loads up automatically."
B00KMRGF28_149_A3J4TEK6ANKJHC,356,B00KMRGF28_149_A3J4TEK6ANKJHC:4,,2021,MOUSE#QUALITY,neutral,"The mouse click is a bit loud, but it really isn't a problem."
B00KMRGF28_149_A3J4TEK6ANKJHC,356,B00KMRGF28_149_A3J4TEK6ANKJHC:5,,2022,LAPTOP#GENERAL,positive,"For $250, I highly recommend!!"
B00KMRGF28_149_A3J4TEK6ANKJHC,356,B00KMRGF28_149_A3J4TEK6ANKJHC:5,,2022,LAPTOP#PRICE,positive,"For $250, I highly recommend!!"
B00KMRGF28_47_A1K5HRS73WO4T6,357,B00KMRGF28_47_A1K5HRS73WO4T6:0,,2023,LAPTOP#QUALITY,negative,very poor quality lap top....
B00KMRGF28_47_A1K5HRS73WO4T6,357,B00KMRGF28_47_A1K5HRS73WO4T6:1,,2024,LAPTOP#GENERAL,negative,I am returning it...
B00KMRGF28_48_A3914LHGTO220M,358,B00KMRGF28_48_A3914LHGTO220M:0,,2025,LAPTOP#OPERATION_PERFORMANCE,negative,Slow
B00KMRGF28_49_A23AEXWHKWJSJ2,359,B00KMRGF28_49_A23AEXWHKWJSJ2:0,,2026,LAPTOP#GENERAL,positive,GREAT value laptop!
B00KMRGF28_49_A23AEXWHKWJSJ2,359,B00KMRGF28_49_A23AEXWHKWJSJ2:0,,2026,LAPTOP#PRICE,positive,GREAT value laptop!
B00KMRGF28_49_A23AEXWHKWJSJ2,359,B00KMRGF28_49_A23AEXWHKWJSJ2:1,,2027,LAPTOP#PRICE,positive,I can't believe this was just $250
B00KMRGF28_49_A23AEXWHKWJSJ2,359,B00KMRGF28_49_A23AEXWHKWJSJ2:2,,2028,,,I am using primarily for Office and Outlook while I'm on the road.
B00KMRGF28_49_A23AEXWHKWJSJ2,359,B00KMRGF28_49_A23AEXWHKWJSJ2:3,,2029,LAPTOP#OPERATION_PERFORMANCE,positive,"Speed is great, easy to set up and get going."
B00KMRGF28_49_A23AEXWHKWJSJ2,359,B00KMRGF28_49_A23AEXWHKWJSJ2:3,,2029,LAPTOP#USABILITY,positive,"Speed is great, easy to set up and get going."
B00KMRGF28_49_A23AEXWHKWJSJ2,359,B00KMRGF28_49_A23AEXWHKWJSJ2:4,,2030,LAPTOP#GENERAL,positive,Very pleased so far.
B00KMRGF28_53_A1ZMHESX3UZIU7,360,B00KMRGF28_53_A1ZMHESX3UZIU7:0,,2031,LAPTOP#USABILITY,negative,It is very difficult to use this computer.
B00KMRGF28_53_A1ZMHESX3UZIU7,360,B00KMRGF28_53_A1ZMHESX3UZIU7:1,,2032,LAPTOP#USABILITY,negative,Too many steps to get anywhere and hard to set up
B00KMRGF28_54_A3ODG9PLY4Z27Y,361,B00KMRGF28_54_A3ODG9PLY4Z27Y:0,,2033,LAPTOP#OPERATION_PERFORMANCE,positive,"This things run smoothly for its price, and the battery life seems to go on forever."
B00KMRGF28_54_A3ODG9PLY4Z27Y,361,B00KMRGF28_54_A3ODG9PLY4Z27Y:0,,2033,LAPTOP#PRICE,neutral,"This things run smoothly for its price, and the battery life seems to go on forever."
B00KMRGF28_54_A3ODG9PLY4Z27Y,361,B00KMRGF28_54_A3ODG9PLY4Z27Y:0,,2033,BATTERY#OPERATION_PERFORMANCE,positive,"This things run smoothly for its price, and the battery life seems to go on forever."
B00KMRGF28_54_A3ODG9PLY4Z27Y,361,B00KMRGF28_54_A3ODG9PLY4Z27Y:1,,2034,,,I got this laptop as an upgrade / replacement for my old Lenovo notebook.
B00KMRGF28_54_A3ODG9PLY4Z27Y,361,B00KMRGF28_54_A3ODG9PLY4Z27Y:2,,2035,,,"I didn't have that much money, so I thought I'd give the Inspiron a try."
B00KMRGF28_54_A3ODG9PLY4Z27Y,361,B00KMRGF28_54_A3ODG9PLY4Z27Y:3,,2036,LAPTOP#OPERATION_PERFORMANCE,positive,I wasn't disappointed in its performance.
B00KMRGF28_54_A3ODG9PLY4Z27Y,361,B00KMRGF28_54_A3ODG9PLY4Z27Y:4,,2037,LAPTOP#GENERAL,positive,"All in all, it's well worth its price tag."
B00KMRGF28_54_A3ODG9PLY4Z27Y,361,B00KMRGF28_54_A3ODG9PLY4Z27Y:4,,2037,LAPTOP#PRICE,positive,"All in all, it's well worth its price tag."
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:0,,2038,LAPTOP#GENERAL,positive,Great laptop for the price.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:0,,2038,LAPTOP#PRICE,neutral,Great laptop for the price.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:1,,2039,KEYBOARD#DESIGN_FEATURES,positive,It was nearly impossible to find a laptop that had A) a side keyboard.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:2,,2040,,,I do a lot of 10-key so I can't be pecking around at the top looking for numbers
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:3,,2041,LAPTOP#DESIGN_FEATURES,positive,B) a DVD/CD player.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:4,,2042,,,I have a lot of antiquated programs that I use that require a download
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:5,,2043,HARD_DISC#DESIGN_FEATURES,positive,C) a large hard drive instead of using the Cloud
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:6,,2044,LAPTOP#PRICE,positive,D) was under $300 with shipping.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:7,,2045,OS#GENERAL,negative,The only con is Windows effin 8.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:8,,2046,LAPTOP#GENERAL,positive,Still giving it a 5 star rating because it is fast and a nice sized screen.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:8,,2046,LAPTOP#OPERATION_PERFORMANCE,positive,Still giving it a 5 star rating because it is fast and a nice sized screen.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:8,,2046,DISPLAY#DESIGN_FEATURES,positive,Still giving it a 5 star rating because it is fast and a nice sized screen.
B00KMRGF28_78_AX6U6FG5HD88L,362,B00KMRGF28_78_AX6U6FG5HD88L:9,,2047,LAPTOP#MISCELLANEOUS,positive,Great for web design and general work.
B00FU83YWS_61_A1TAIZR02ODKET,363,B00FU83YWS_61_A1TAIZR02ODKET:0,,2048,LAPTOP#GENERAL,positive,Overall good but processing power isn't very good.
B00FU83YWS_61_A1TAIZR02ODKET,363,B00FU83YWS_61_A1TAIZR02ODKET:0,,2048,CPU#OPERATION_PERFORMANCE,negative,Overall good but processing power isn't very good.
B00FU83YWS_61_A1TAIZR02ODKET,363,B00FU83YWS_61_A1TAIZR02ODKET:1,,2049,OS#GENERAL,positive,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there."
B00FU83YWS_61_A1TAIZR02ODKET,363,B00FU83YWS_61_A1TAIZR02ODKET:1,,2049,OS#OPERATION_PERFORMANCE,negative,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there."
B00FU83YWS_61_A1TAIZR02ODKET,363,B00FU83YWS_61_A1TAIZR02ODKET:2,,2050,LAPTOP#OPERATION_PERFORMANCE,negative,I replaced stock drive with WD Black 7K drive and is still quite slow.
B00FU83YWS_61_A1TAIZR02ODKET,363,B00FU83YWS_61_A1TAIZR02ODKET:3,,2051,BATTERY#OPERATION_PERFORMANCE,negative,Battery doesn't last long web browsing (2.5 hours maybe).
B00FU83YWS_145_A2ZQTQU49CF77U,364,B00FU83YWS_145_A2ZQTQU49CF77U:0,,2052,LAPTOP#DESIGN_FEATURES,negative,It has some bloat wear that I wish weren't there.
B00FU83YWS_145_A2ZQTQU49CF77U,364,B00FU83YWS_145_A2ZQTQU49CF77U:0,,2052,SOFTWARE#GENERAL,negative,It has some bloat wear that I wish weren't there.
B00FU83YWS_145_A2ZQTQU49CF77U,364,B00FU83YWS_145_A2ZQTQU49CF77U:1,,2053,LAPTOP#OPERATION_PERFORMANCE,positive,It works fine for a PC in this price range.
B00FU83YWS_145_A2ZQTQU49CF77U,364,B00FU83YWS_145_A2ZQTQU49CF77U:1,,2053,LAPTOP#PRICE,neutral,It works fine for a PC in this price range.
B00FU83YWS_145_A2ZQTQU49CF77U,364,B00FU83YWS_145_A2ZQTQU49CF77U:2,,2054,LAPTOP#GENERAL,positive,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.
B00FU83YWS_145_A2ZQTQU49CF77U,364,B00FU83YWS_145_A2ZQTQU49CF77U:2,,2054,KEYBOARD#GENERAL,positive,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.
B00FU83YWS_145_A2ZQTQU49CF77U,364,B00FU83YWS_145_A2ZQTQU49CF77U:2,,2054,DISPLAY#GENERAL,positive,I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.
B00FU83YWS_141_A3Q6JY8ZJAVPCW,365,B00FU83YWS_141_A3Q6JY8ZJAVPCW:0,,2055,LAPTOP#GENERAL,positive,Terrific value for the money.
B00FU83YWS_141_A3Q6JY8ZJAVPCW,365,B00FU83YWS_141_A3Q6JY8ZJAVPCW:0,,2055,LAPTOP#PRICE,neutral,Terrific value for the money.
B00FU83YWS_141_A3Q6JY8ZJAVPCW,365,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,,2056,KEYBOARD#DESIGN_FEATURES,positive,Love the key layout and the built-in mouse pad - all work well and are properly sized.
B00FU83YWS_141_A3Q6JY8ZJAVPCW,365,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,,2056,MOUSE#DESIGN_FEATURES,positive,Love the key layout and the built-in mouse pad - all work well and are properly sized.
B00FU83YWS_141_A3Q6JY8ZJAVPCW,365,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,,2056,KEYBOARD#OPERATION_PERFORMANCE,positive,Love the key layout and the built-in mouse pad - all work well and are properly sized.
B00FU83YWS_141_A3Q6JY8ZJAVPCW,365,B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,,2056,MOUSE#OPERATION_PERFORMANCE,positive,Love the key layout and the built-in mouse pad - all work well and are properly sized.
B00FU83YWS_141_A3Q6JY8ZJAVPCW,365,B00FU83YWS_141_A3Q6JY8ZJAVPCW:2,TRUE,2057,,,"Was easy to get up and running and comes with Windows 7 Pro (my favorite operating system so far, do not  like Windows 8)."
B00FU83YWS_141_A3Q6JY8ZJAVPCW,365,B00FU83YWS_141_A3Q6JY8ZJAVPCW:3,,2058,LAPTOP#GENERAL,positive,Highly recommended.
B00FU83YWS_10_A1RQMWLGV6X4PV,366,B00FU83YWS_10_A1RQMWLGV6X4PV:0,,2059,LAPTOP#OPERATION_PERFORMANCE,positive,works good but doesn't seem like it's made sturdy.
B00FU83YWS_10_A1RQMWLGV6X4PV,366,B00FU83YWS_10_A1RQMWLGV6X4PV:0,,2059,LAPTOP#QUALITY,negative,works good but doesn't seem like it's made sturdy.
B00FU83YWS_10_A1RQMWLGV6X4PV,366,B00FU83YWS_10_A1RQMWLGV6X4PV:1,,2060,LAPTOP#DESIGN_FEATURES,negative,kinda to light and plastic feeling.
B00FU83YWS_10_A1RQMWLGV6X4PV,366,B00FU83YWS_10_A1RQMWLGV6X4PV:1,,2060,LAPTOP#QUALITY,negative,kinda to light and plastic feeling.
B00FU83YWS_10_A1RQMWLGV6X4PV,366,B00FU83YWS_10_A1RQMWLGV6X4PV:2,,2061,,,i have square trade for it just in case it breaks
B00D7Z84OY_2_A1QJVGE8L3RA69,367,B00D7Z84OY_2_A1QJVGE8L3RA69:0,,2062,LAPTOP#GENERAL,positive,Killer computer.
B00D7Z84OY_2_A1QJVGE8L3RA69,367,B00D7Z84OY_2_A1QJVGE8L3RA69:1,TRUE,2063,,,Replaced a 10 year old HP that never gave us a lick of trouble.
B00D7Z84OY_2_A1QJVGE8L3RA69,367,B00D7Z84OY_2_A1QJVGE8L3RA69:2,,2064,LAPTOP#GENERAL,positive,I would highly recommend this computer it is FAST!!!
B00D7Z84OY_2_A1QJVGE8L3RA69,367,B00D7Z84OY_2_A1QJVGE8L3RA69:2,,2064,LAPTOP#OPERATION_PERFORMANCE,positive,I would highly recommend this computer it is FAST!!!
B00D7Z84OY_2_A1QJVGE8L3RA69,367,B00D7Z84OY_2_A1QJVGE8L3RA69:3,,2065,DISPLAY#DESIGN_FEATURES,neutral,Doesn't have touch screen but I have a tablet so that wasn't so important.
B00D7Z84OY_19_A2KZTN24NDPI8P,368,B00D7Z84OY_19_A2KZTN24NDPI8P:0,,2066,LAPTOP#DESIGN_FEATURES,positive,Look and feel is good.
B00D7Z84OY_19_A2KZTN24NDPI8P,368,B00D7Z84OY_19_A2KZTN24NDPI8P:0,,2066,LAPTOP#QUALITY,positive,Look and feel is good.
B00D7Z84OY_19_A2KZTN24NDPI8P,368,B00D7Z84OY_19_A2KZTN24NDPI8P:1,,2067,LAPTOP#OPERATION_PERFORMANCE,negative,I am experiencing the system little slower than what I have expected.
B00D7Z84OY_19_A2KZTN24NDPI8P,368,B00D7Z84OY_19_A2KZTN24NDPI8P:2,,2068,CPU#OPERATION_PERFORMANCE,negative,"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases."
B00D7Z84OY_1_A2MOLJZACB33ZY,369,B00D7Z84OY_1_A2MOLJZACB33ZY:0,,2069,HARD_DISC#QUALITY,negative,The hdd has a scratching noise.
B00D7Z84OY_1_A2MOLJZACB33ZY,369,B00D7Z84OY_1_A2MOLJZACB33ZY:1,,2070,LAPTOP#OPERATION_PERFORMANCE,negative,The system sometimes lags a lot.
B00AH4A950_10_A3H2VORR2TBEXA,370,B00AH4A950_10_A3H2VORR2TBEXA:0,,2071,LAPTOP#GENERAL,negative,I don't like it at all...
B00AH4A950_10_A3H2VORR2TBEXA,370,B00AH4A950_10_A3H2VORR2TBEXA:1,,2072,LAPTOP#CONNECTIVITY,negative,I can't put a protector to make presentation...
B00KMRGF28_186_A8O7SW93D9BW1,371,B00KMRGF28_186_A8O7SW93D9BW1:0,,2073,LAPTOP#QUALITY,positive,A good value on a quality product.
B00KMRGF28_186_A8O7SW93D9BW1,371,B00KMRGF28_186_A8O7SW93D9BW1:0,,2073,LAPTOP#PRICE,positive,A good value on a quality product.
B00KMRGF28_186_A8O7SW93D9BW1,371,B00KMRGF28_186_A8O7SW93D9BW1:1,,2074,LAPTOP#USABILITY,positive,"Easy setup, and delivers all the functions we need."
B00KMRGF28_186_A8O7SW93D9BW1,371,B00KMRGF28_186_A8O7SW93D9BW1:1,,2074,LAPTOP#OPERATION_PERFORMANCE,positive,"Easy setup, and delivers all the functions we need."
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:0,,2075,LAPTOP#GENERAL,positive,This laptop is amazing!
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:1,,2076,LAPTOP#DESIGN_FEATURES,neutral,"Despite the fact that there's no optical drive, everything is perfect."
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:1,,2076,LAPTOP#GENERAL,positive,"Despite the fact that there's no optical drive, everything is perfect."
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:2,,2077,DISPLAY#QUALITY,positive,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use."
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:2,,2077,MULTIMEDIA_DEVICES#GENERAL,positive,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use."
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:2,,2077,MOUSE#USABILITY,positive,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use."
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:3,,2078,OS#USABILITY,positive,The home page/startup is easy to navigate which is the one thing I was mainly concerned about.
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:4,,2079,LAPTOP#CONNECTIVITY,positive,"Internet is fast and reliable, battery life lasts a long time."
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:4,,2079,BATTERY#OPERATION_PERFORMANCE,positive,"Internet is fast and reliable, battery life lasts a long time."
B00KMRGF28_168_A3TKNSIFQ0WOEE,372,B00KMRGF28_168_A3TKNSIFQ0WOEE:5,,2080,LAPTOP#GENERAL,positive,I love this laptop!
B00KMRGF28_162_A2A9UX1U9D816V,373,B00KMRGF28_162_A2A9UX1U9D816V:0,,2081,LAPTOP#QUALITY,negative,LOOKS LIKE THIS DELL IS A PIECE OF CRAP.
B00KMRGF28_162_A2A9UX1U9D816V,373,B00KMRGF28_162_A2A9UX1U9D816V:1,,2082,LAPTOP#OPERATION_PERFORMANCE,negative,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!"
B00KMRGF28_162_A2A9UX1U9D816V,373,B00KMRGF28_162_A2A9UX1U9D816V:1,,2082,LAPTOP#QUALITY,negative,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!"
B00KMRGF28_162_A2A9UX1U9D816V,373,B00KMRGF28_162_A2A9UX1U9D816V:2,,2083,LAPTOP#GENERAL,negative,DO NOT RECOMMEND!
B00AH4A950_2_A2ST2XNUI1FB38,374,B00AH4A950_2_A2ST2XNUI1FB38:0,,2084,LAPTOP#GENERAL,positive,Awesome laptop!
B00AH4A950_2_A2ST2XNUI1FB38,374,B00AH4A950_2_A2ST2XNUI1FB38:1,,2085,,,Standard issue for company road-warriors where I work.
B00AH4A950_2_A2ST2XNUI1FB38,374,B00AH4A950_2_A2ST2XNUI1FB38:2,,2086,LAPTOP#OPERATION_PERFORMANCE,positive,"Bootup time is amazing, battery life is decent and it has a great slim form factor."
B00AH4A950_2_A2ST2XNUI1FB38,374,B00AH4A950_2_A2ST2XNUI1FB38:2,,2086,BATTERY#OPERATION_PERFORMANCE,neutral,"Bootup time is amazing, battery life is decent and it has a great slim form factor."
B00AH4A950_2_A2ST2XNUI1FB38,374,B00AH4A950_2_A2ST2XNUI1FB38:2,,2086,LAPTOP#DESIGN_FEATURES,positive,"Bootup time is amazing, battery life is decent and it has a great slim form factor."
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:0,TRUE,2087,,,"Fantastic machine, I have never believed the hype behind Apple products, but must admit I am now a Mac user and do not see myself going back."
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:1,,2088,LAPTOP#USABILITY,neutral,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great."
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:1,,2088,OS#GENERAL,positive,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great."
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:1,,2088,HARDWARE#GENERAL,positive,"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great."
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:2,,2089,LAPTOP#GENERAL,positive,More than enough for my use.
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:3,,2090,DISPLAY#QUALITY,positive,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;"
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:3,,2090,KEYBOARD#DESIGN_FEATURES,positive,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;"
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:3,,2090,KEYBOARD#USABILITY,positive,"The display is vibrant and clear, the keyboard is well designed and pleasant to type on;"
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:4,,2091,LAPTOP#USABILITY,positive,I even installed a windows partition to be able to run Windows software.
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:5,,2092,LAPTOP#OPERATION_PERFORMANCE,positive,"Things just work, they are fluid, easy to use and understand, fast and work well."
B0096VDM8G_32_ARJBI2V6ET8A4,375,B0096VDM8G_32_ARJBI2V6ET8A4:5,,2092,LAPTOP#USABILITY,positive,"Things just work, they are fluid, easy to use and understand, fast and work well."
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:0,,2093,LAPTOP#MISCELLANEOUS,positive,"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it."
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:1,,2094,LAPTOP#MISCELLANEOUS,negative,"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you."
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:2,,2095,LAPTOP#MISCELLANEOUS,negative,"Now when I say don't expect to play games on it, I mean it."
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:3,,2096,LAPTOP#MISCELLANEOUS,negative,Pretty much every major game save for Solitare won't even play on it due to the slower processor.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:3,,2096,CPU#OPERATION_PERFORMANCE,negative,Pretty much every major game save for Solitare won't even play on it due to the slower processor.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:4,,2097,LAPTOP#DESIGN_FEATURES,negative,"Its also worth noting that there no bluetooth, no mircophone jack, no ethernet, no dvd/cd drive/burner, and no usb 3.0 ports."
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:5,,2098,LAPTOP#DESIGN_FEATURES,neutral,"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam."
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:6,,2099,MULTIMEDIA_DEVICES#GENERAL,neutral,"The webcam is nothing special, its there if you need it."
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:7,,2100,MULTIMEDIA_DEVICES#QUALITY,negative,Don't expect it to take good pictures or video.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:8,,2101,BATTERY#OPERATION_PERFORMANCE,positive,The battery is pretty soild.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:9,,2102,BATTERY#OPERATION_PERFORMANCE,positive,It lasts up to 5-6 hours with normal use.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:10,,2103,LAPTOP#QUALITY,positive,The computer itself runs very quiet and is mostly cool to the touch.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:11,,2104,OS#GENERAL,negative,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:11,,2104,SOFTWARE#GENERAL,negative,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:11,,2104,LAPTOP#DESIGN_FEATURES,negative,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:12,TRUE,2105,,,I would strongly recommend to remove it and install Windows 7 on it with a usb drive.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:13,,2106,,,The performance will improve on it.
B00KMRGF28_374_AS24VWQPFK1HB,376,B00KMRGF28_374_AS24VWQPFK1HB:14,,2107,,,Trust me.
B00KMRGF28_241_A30T2OLDHWQ1EP,377,B00KMRGF28_241_A30T2OLDHWQ1EP:0,,2108,LAPTOP#GENERAL,neutral,Not bad for the price.
B00KMRGF28_241_A30T2OLDHWQ1EP,377,B00KMRGF28_241_A30T2OLDHWQ1EP:0,,2108,LAPTOP#PRICE,neutral,Not bad for the price.
B00KMRGF28_241_A30T2OLDHWQ1EP,377,B00KMRGF28_241_A30T2OLDHWQ1EP:1,,2109,LAPTOP#PRICE,positive,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.
B00KMRGF28_241_A30T2OLDHWQ1EP,377,B00KMRGF28_241_A30T2OLDHWQ1EP:1,,2109,LAPTOP#DESIGN_FEATURES,positive,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.
