/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/text
12203,256,,,12203:2,"Когда мы пришли, нас встретила приветливая девушка, проводила до нашего столика и вручила меню; ."
12203,256,,,12203:3,"Столик был у окна, с мягким диванчиком: очень уютно и комфортно; ."
12203,256,,,12203:4,"Сделали заказ, все приготовили очень быстро: через 20 мин. все уже было на столе; ."
12203,256,,,12203:5,"Еда вкусная, но отдельно хочу отметить красивую сервировку блюд; ."
12203,256,,,12203:6,"После горячего, официант порекомендовал вкусный десерт, от которого мы не смогли отказаться."
12203,256,,,12203:7,"В итоге в данном заведении мы провели около 2х часов времени, прекрасно поужинали и пообщались, обтановка уютная и романтичная!"
12203,256,,,12203:8,Средний чек на человека получился до 1000 рублей.
12203,256,,,12203:9,"После ужина мы сразу приняли решение, что скоро мы снова посетим сие заведение."
12203,256,,,12203:10,"Алексей, т. хххх255"
20397,257,AMBIENCE#GENERAL,positive,,
20397,257,SERVICE#GENERAL,positive,,
20397,257,DRINKS#QUALITY,positive,,
20397,257,RESTAURANT#GENERAL,positive,,
20397,257,FOOD#QUALITY,positive,,
20397,257,FOOD#STYLE_OPTIONS,positive,,
20397,257,,,20397:0,"Первый раз заглянули в Набережную и остались ОЧЕНЬ довольны проведенным вечером!!! не было ни одного негативного момента, что редко бывает! =)"
20397,257,,,20397:1,Ресторан огромный!! но при этом очень уютный и действительно МНОГО места!
20397,257,,,20397:2,"столики не стоят впритык, думаю, даже при большом количестве народа посетители не чувствуют себя селедками в бочке (мы были во вторник, было совсем просторно)."
20397,257,,,20397:3,Местное пиво понравилось сразу)))
20397,257,,,20397:4,попробовали почти все!
20397,257,,,20397:5,"Малиновое ""Аптекарское"" - очень оригинально!"
20397,257,,,20397:6,"Обслуживание замечательное! все вовремя, напитки - практически моментально! милая девушка Анна нам все рассказала и дала дельные советы по меню, четко и быстро."
20397,257,,,20397:7,"Было очень приятно пообщаться с ней, спасибо!"
20397,257,,,20397:8,"Салаты вкусные, свинина с сыром Фета, фисташками и грибным соусом - это просто восторг!!!"
20397,257,,,20397:9,"Паста с морепродуктами в пергаменте - очень оригинально, шикарный томатный соус, тонкий вкус, веточки тимьяна - очень пикантно!"
20397,257,,,20397:10,"Хочу сказать, что в меню очень много оригинальных блюд, и в Набережную определенно стоит ходить за свежими кулинарными впечатлениями!"
20397,257,,,20397:11,"Мы обязательно придем туда снова и, безусловно, будем рекомендовать это место своим друзьям!"
19467,258,SERVICE#GENERAL,positive,,
19467,258,DRINKS#QUALITY,positive,,
19467,258,RESTAURANT#GENERAL,positive,,
19467,258,FOOD#QUALITY,positive,,
19467,258,FOOD#STYLE_OPTIONS,positive,,
19467,258,RESTAURANT#PRICES,neutral,,
19467,258,,,19467:0,"На днях я таки посетила Террасу, в которой не была уже пару месяцев."
19467,258,,,19467:1,Соскучилась!)
19467,258,,,19467:2,"Зашли небольшой женской компанией, часов в 9."
19467,258,,,19467:3,"Народ в это время собрался крайне гламурный, всё вокруг пестрило брендами и драгоценностями."
19467,258,,,19467:4,"Мне нравится стильный гламур (не знаю, употребляется ли такое выражение), а не... розовый."
19467,258,,,19467:5,"Это я к тому, что за соседним столиком сидели две дамочки с ног до головы в розовом."
19467,258,,,19467:6,"Очень забавные, повеселили.)"
19467,258,,,19467:7,"Часов в 11 (сидели мы довольно долго) к нам подсели трое молодых людей, чтобы познакомиться."
19467,258,,,19467:8,"Знакомиться мы не стали, но и настроение они нам, к счастью, не испортили."
19467,258,,,19467:9,"Официантка попалась хорошая: внимательная, без оценивающих взглядов, и ждать часами её не приходилось."
19467,258,,,19467:10,"Сервис в Террасе не плохой, но раз на раз не приходится."
19467,258,,,19467:11,В этот раз повезло.
19467,258,,,19467:12,"Кухня, как всегда, на уровне."
19467,258,,,19467:13,Меню интересное и разнообразное.
19467,258,,,19467:14,Салаты и паста просто потрясающие.
19467,258,,,19467:15,"Алкоголь, действительно, вкусный.)"
19467,258,,,19467:16,Цены приемлемые.
19467,258,,,19467:17,В целом Терраса не разочаровывает и продолжает оставаться одним из любимых мест.
27569,259,AMBIENCE#GENERAL,positive,,
27569,259,SERVICE#GENERAL,positive,,
27569,259,RESTAURANT#GENERAL,positive,,
27569,259,FOOD#QUALITY,positive,,
27569,259,RESTAURANT#PRICES,positive,,
27569,259,DRINKS#STYLE_OPTIONS,negative,,
27569,259,,,27569:0,В первый раз попали в Арагви ещё в феврале.
27569,259,,,27569:1,"Компания была большая, столик забронировали заранее."
27569,259,,,27569:2,"Всё очень понравилось - и кухня, и обслуживание, и обстановка. этот ресторан сразу стал любимым, поэтому время от времени туда заглядываем."
27569,259,,,27569:3,Последний раз была с подругой 16 апреля.
27569,259,,,27569:4,На всякий случай заранее заказали столик.
27569,259,,,27569:5,"Несмотря на будний день, все столики были заняты, поэтому бронь оказалась очень уместна."
27569,259,,,27569:6,"Готовят в Арагви очень вкусно, ждать еду приходится недолго."
27569,259,,,27569:7,"Заказывали зелень с овощами, так там принесли этогго добра целую корзинку.))"
27569,259,,,27569:8,"шашлык на любителя- кому-то нравится из телятины, кому-то из свинины."
27569,259,,,27569:9,Очень вкусные чебуреки!
27569,259,,,27569:10,"десертов немного, но тоже очень вкусные."
27569,259,,,27569:11,"Пробовали лёгкий десерт и печёную грушу. жаль,что нет грузинских вин... но их нигде нет."
27569,259,,,27569:12,"Музыка в ресторане негромкая, обстановка располагает к общению."
27569,259,,,27569:13,"Так что если нужно спокойное, приятное место, где можно вкусно и недорого поесть, Арагви - самый лучший вариант!приходите, не пожалеете!"
36274,260,AMBIENCE#GENERAL,conflict,,
36274,260,RESTAURANT#MISCELLANEOUS,positive,,
36274,260,DRINKS#QUALITY,positive,,
36274,260,FOOD#QUALITY,positive,,
36274,260,RESTAURANT#GENERAL,positive,,
36274,260,,,36274:0,"Недавно открыла для себя это кафе "" На Парах"", нигде больше не встречала кухни, где все блюда готовятся на пару."
36274,260,,,36274:1,"Я слежу за своим здоровьем и я была приятно удивлена, что блюда на пару не только могут быть полезными, но и очень вкусными."
36274,260,,,36274:2,"При каждом новом посещении я стараюсь пробовать новые блюда из меню, особенно мне понравились: цезарь с курицей, лосось со шпинатным соусом, чай облепиховый и тирамису от шеф повара."
36274,260,,,36274:3,"В последний раз была с другом, он заказывал кальян."
36274,260,,,36274:4,"В целом ребята молодцы кальян сделали хорошо, но делали его очень долго."
36274,260,,,36274:5,Возможно причиной было большое количество посетителей.
36274,260,,,36274:6,"Обстановка кафе вполне располагающая к отдыху-удобная мягкая мебель, зоны столиков разделены шторами, но в помещении прохладно когда открывается и закрывается входная дверь если сидеть около входа."
36274,260,,,36274:7,"Несмотря на все это ,сейчас это одно из моих любимых заведений, рекомендую всем своим знакомым."
28083,261,SERVICE#GENERAL,positive,,
28083,261,DRINKS#QUALITY,positive,,
28083,261,FOOD#QUALITY,positive,,
28083,261,RESTAURANT#GENERAL,positive,,
28083,261,,,28083:0,мы посетили ресторан 10 марта.
28083,261,,,28083:1,Впечатления остались самые замечательные.
28083,261,,,28083:2,Я тут почитала предыдущие отзывы.
28083,261,,,28083:3,"Не знаю, но мне кажется, что это происки конкурентов! :))"
28083,261,,,28083:4,"Я сама в паулайнере была не в первый раз, и всегда тут хорошее обслуживание и вкусная кухня."
28083,261,,,28083:5,"Про пиво вообще говорить нечего, оно выше всех похвал!"
28083,261,,,28083:6,"Да, еще по поводу столиков...у нас никогда не возникало проблем с его заказом..."
28083,261,,,28083:7,Этот раз вообще заказывали в этот же день.
28083,261,,,28083:8,"Персонал вежливый, никто нам не хамил и не обсчитывал."
28083,261,,,28083:9,"Обслуживала наш столик девушка Мария, еще раз хочется сказать ей большое спасибо!"
28083,261,,,28083:10,Очень приветливая девушка!
28083,261,,,28083:11,"У нас на столе никогда не было больше 2 окрков в пепельнице, с такой частотой она их меняла."
28083,261,,,28083:12,"Была очень приветлива, посоянно к нам подходила, уточняла не нужно ли чего-нибудь еще."
28083,261,,,28083:13,И в то же время это не выглядело как-то навязчиво.
28083,261,,,28083:14,"Горячее принесли через 15 минут после заказа, мы даже и не ожидали такой оперативности!"
28083,261,,,28083:15,"В общем, впечатления остались самые положительные! (это впрочем, как всегда!)"
28083,261,,,28083:16,Обязательно будем приходить сюда ещеи еще!
13748,262,FOOD#QUALITY,conflict,,
13748,262,RESTAURANT#GENERAL,negative,,
13748,262,SERVICE#GENERAL,negative,,
13748,262,,,13748:0,Люблю итальянскую кухню.
13748,262,,,13748:1,"Несколько раз ходили с друзями, но все неудачные."
13748,262,,,13748:2,"Блюда приносят холодными, выносят не вовремя."
13748,262,,,13748:3,"Сначала одной подружке, потом другой, а мне еще минут через 15."
13748,262,,,13748:4,В итоге подругам пришлось есть все холодным.
13748,262,,,13748:5,"Мне в тот раз вообще принесли пресные макароны, политые маслом и посыпаные тертым сыром."
13748,262,,,13748:6,Это никак не похоже на пасту!!!
13748,262,,,13748:7,И это готовят профессионалы!!!???
13748,262,,,13748:8,"Хотя, до этого случая, блюда были вкусные, но опять-таки выносили не вовремя или все сразу (и салаты, и горячее, и пиццу)."
13748,262,,,13748:9,"Сделали замечание официанту, а она на нас смотрит, хлопает глазами и спрашивает: ""А что не так?""."
13748,262,,,13748:10,"Просишь подогреть - сделала такое недовольное лицо, что лучше холодное есть будешь..."
13748,262,,,13748:11,И блюда путали.
13748,262,,,13748:12,"Заказывали одно - принесли другое, и даже не извинились."
13748,262,,,13748:13,Сколько раз ходили - каждый раз уходили с испорченным настроением!!!
13748,262,,,13748:14,"Вобщем, обслуживание ужасное, больше я туда никогда не пойду!!!"
13748,262,,,13748:15,"В нашем районе есть поприличнее места, где можно хорошо отдохнуть, вкусно поесть и приятно провести время!"
24501,263,AMBIENCE#GENERAL,positive,,
24501,263,RESTAURANT#GENERAL,positive,,
24501,263,SERVICE#GENERAL,positive,,
24501,263,,,24501:0,"Хотела бы выразить благодарность за, неожиданно приятное впечатление, которое произвел на меня персонал и атмосфера Вашего ресторана!"
24501,263,,,24501:1,"Мы приехали компанией 14.02, заранее забронировав стол, девушка по телефону была очень приветлива и вежлива, когда мы зашли в ресторан нас сразу встретили и проводили за желаемый столик на террасе с видом на причал, официантка-молодец, она не заставила себя долго ждать и отлично ориентировалась в меню, помогла нам выбрать желаемые блюда."
24501,263,,,24501:2,"Очень уютная атмосфера, был Джазовый вечер, музыка тоже очень порадовала!"
24501,263,,,24501:3,"Обязательно придем еще раз, будет приятно,если нам выдадут карту постоянного гостя!:-)"
19383,264,AMBIENCE#GENERAL,positive,,
19383,264,SERVICE#GENERAL,conflict,,
19383,264,DRINKS#QUALITY,positive,,
19383,264,RESTAURANT#GENERAL,positive,,
19383,264,FOOD#QUALITY,conflict,,
19383,264,DRINKS#STYLE_OPTIONS,positive,,
19383,264,,,19383:0,"Встретились с подругами пообщаться, выпить пива."
19383,264,,,19383:1,"Столик заказали заранее, нас встретили, проводили, принесли меню всё оперативно."
19383,264,,,19383:2,"Заведение небольшое, очень камерное, что приятно."
19383,264,,,19383:3,"Интерьер обычный, как в других пабах, порадовали стеллажи с книгами и мягкие диваны.:)"
19383,264,,,19383:4,"Пиво вкусное, есть из чего выбрать."
19383,264,,,19383:5,"Заказали: отварные креветки - креветки, как креветки, но какие-то слишком маленькие (240 руб.), салат ""Салмон"" с лососем, неплохой, но пресноват, соуса явно не хватает, кольца кальмара в кляре - под пиво нормально, мясные чипсы из говядины - вкусно, Рагу - вкусно, но больше напоминало бульон с мясом, королевские креветки с соусом - очень вкусное блюдо(599 руб.), к сожалению не все цены помню."
19383,264,,,19383:6,"Была одна официантка на весь зал (пятница вечер все столики заняты), но справлялась, напитки и блюда долго ждать не приходилось, не хватало немного приветливости, а в общем неплохо."
19383,264,,,19383:7,Наш счёт на 5 человек составил около 4 000 руб.
19383,264,,,19383:8,"Подведя итог можно сказать, что хорошо провели время, милое заведение."
33720,265,AMBIENCE#GENERAL,conflict,,
33720,265,SERVICE#GENERAL,positive,,
33720,265,RESTAURANT#GENERAL,positive,,
33720,265,RESTAURANT#MISCELLANEOUS,positive,,
33720,265,FOOD#QUALITY,positive,,
33720,265,DRINKS#PRICES,positive,,
33720,265,,,33720:0,Были в этом ресторане в апреле месяце.
33720,265,,,33720:1,Остались хорошие впечатления.
33720,265,,,33720:2,"Началось с того, что пришли туда в субботу, зал набит, мест не было."
33720,265,,,33720:3,Расстроились.
33720,265,,,33720:4,"Стояли перед баром с подругой, ждали общего друга, чтобы решить, куда пойти-куда податься."
33720,265,,,33720:5,"Ждали минут 10 и только он пришел, как к нам вышла хостесс и вежливо предложила забронированный столик, объяснив, что мы можем там посидеть пока не появятся ""хозяева""(к нашей радости, они так и не объявились)."
33720,265,,,33720:6,"Обслуживание понравилось, персонал вежливый, заказы приносят достаточно быстро."
33720,265,,,33720:7,"Цены очень приемлемые, особенно на пиво."
33720,265,,,33720:8,Еда вкусная и сытная.
33720,265,,,33720:9,"Порадовало, стоящее в углу пианино, можно было подойти поиграть=)"
33720,265,,,33720:10,"В общем, мы остались очень довольны."
33524,266,RESTAURANT#GENERAL,positive,,
33524,266,SERVICE#GENERAL,positive,,
33524,266,DRINKS#QUALITY,positive,,
33524,266,FOOD#QUALITY,positive,,
33524,266,AMBIENCE#GENERAL,positive,,
33524,266,,,33524:0,"Это место знаю довольно давно, наверно года два."
33524,266,,,33524:1,И до сих пор это место лучшее для меня.
33524,266,,,33524:2,"Всегда если речь заходит о мясе, я обязательно упомяну Абажур."
33524,266,,,33524:3,"Мясо превосходно, и в голове даже не возникает мыслей о другом заведении если я хочу покушать мяса."
33524,266,,,33524:4,"Но даже с отличной кухней, я бы не вернулся туда, если бы общение официанта с посетителем не было таким душевным."
33524,266,,,33524:5,"Официанты знают чётко своё дело, расскажут о всех блюдах, дадут совет, что выбрать, не тупят если спросить состав блюда."
33524,266,,,33524:6,"Ну и главное для меня, просто приятные люди, спасибо вам ребята."
33524,266,,,33524:7,"И именно из за человеческого отношения официантов, я рад просто зайти на чашку кофе в свободное время."
33524,266,,,33524:8,"Кухней доволен всей, действительно мне нравится всё, не даром я до сих пор считаю это место лучшим для себя."
33524,266,,,33524:9,Но выделю из меню утку!
33524,266,,,33524:10,"Вы обязаны попробовать, это нечеловечески вкусно!(был бы рад увидеть повара и поблагодарить)"
33524,266,,,33524:11,Ну и конечно возьмите чашечку кофе.
33524,266,,,33524:12,"Интерьер приятный, освещение мягкое, места удобные, музыка подобранна хорошо)"
33524,266,,,33524:13,"Что тут ещё добавишь, я люблю Абажур))"
22970,267,AMBIENCE#GENERAL,positive,,
22970,267,SERVICE#GENERAL,positive,,
22970,267,DRINKS#QUALITY,positive,,
22970,267,RESTAURANT#GENERAL,positive,,
22970,267,FOOD#QUALITY,positive,,
22970,267,LOCATION#GENERAL,positive,,
22970,267,,,22970:0,"Очень просторно и светло, интерьер в моем любимом стиле:)"
22970,267,,,22970:1,"места мнооооого, и вид из окна хороший."
22970,267,,,22970:2,"Были днем (у мужа офис в БЦ Авеню), зашли выпить кофе, есть не хотелось, поэтому оценить кухню по достоинству решили в другой раз."
22970,267,,,22970:3,"Я съела только тыквенный суп (понравилось, и булочки к нему подали очень вкусные), муж пил кофе."
22970,267,,,22970:4,"Надеюсь в следующий раз попробовать пиво, говорят оно там неплохое."
22970,267,,,22970:5,"К официантам претензий нет, правда мы были днем, народу в зале мало, так что не знаю как там в вечерние часы обстоит дело с обслуживанием."
22970,267,,,22970:6,Нас обслужили быстро:)
22970,267,,,22970:7,Обязательно придем еще!
33976,268,AMBIENCE#GENERAL,positive,,
33976,268,RESTAURANT#GENERAL,negative,,
33976,268,SERVICE#GENERAL,negative,,
33976,268,,,33976:0,"03.09.2014 отмечали в ресторане ""Любимый"" день рождения любимого."
33976,268,,,33976:1,Праздничный ужин проходил на 3 этаже.
33976,268,,,33976:2,Интерьер ресторана очень интересный.
33976,268,,,33976:3,"Обслуживающий персонал , конечно, испортил весь праздничный вечер лично для нас и наших друзей."
33976,268,,,33976:4,"Во-первых, вовремя обслуживания, официант Анастасия уронила грязные приборы на гостя."
33976,268,,,33976:5,"Во- вторых, постоянно забирала посуду в которой еще находилась еда, а пустую посуду оставляла на столе."
33976,268,,,33976:6,"В конце вечера заказав воду принесла ее через 20 минут, при этом сказав, что она все это время кушала, ей было не когда."
33976,268,,,33976:7,"Мужчины заказали себе бутылочку Текилы, лимон и соль."
33976,268,,,33976:8,"Все приносилось отдельно , с разницей во времени 10 минут."
33976,268,,,33976:9,Что очень сильно удивило.
33976,268,,,33976:10,Я бы не рекомендовала идти в данный ресторан.
33976,268,,,33976:11,Есть в Петербурге рестораны на много лучше и доступны по цене и качеству обслуживания.
22975,269,AMBIENCE#GENERAL,conflict,,
22975,269,SERVICE#GENERAL,positive,,
22975,269,RESTAURANT#GENERAL,positive,,
22975,269,FOOD#PRICES,positive,,
22975,269,FOOD#QUALITY,positive,,
22975,269,FOOD#STYLE_OPTIONS,positive,,
22975,269,RESTAURANT#PRICES,positive,,
22975,269,DRINKS#STYLE_OPTIONS,positive,,
22975,269,,,22975:0,"Недавно посетила данный ресторан,я согласна со многими,что основной зал тесноват,но понравилась,что есть детская комната,гда с ребенком сидела няня пока мы ужинали,плюс то что для детей есть бесплатное детское меню."
22975,269,,,22975:1,"Да музыка играла громко,но при этом понравилось,что это национальная и живая музыка."
22975,269,,,22975:2,"Обслуживал очень приятный молодой человек,постоянно улыбающийся и посоветовавший нам хорошие блюда."
22975,269,,,22975:3,Кухня действительно похожа на греческую(в Греции бываю почти каждое лето).
22975,269,,,22975:4,"Вкусный шашлык и прекрасный выбор салатов, довольно большой выбор алкоголя."
22975,269,,,22975:5,Плюс цена довольна не высокая для центра города.
22975,269,,,22975:6,Так что думаю еще не раз семьей сходим.
20417,270,RESTAURANT#GENERAL,positive,,
20417,270,SERVICE#GENERAL,positive,,
20417,270,AMBIENCE#GENERAL,positive,,
20417,270,FOOD#QUALITY,positive,,
20417,270,FOOD#STYLE_OPTIONS,positive,,
20417,270,,,20417:0,"Да, это что-то, даже не могу сказать как, но постараюсь."
20417,270,,,20417:1,"Захожу в ресторан, сказка! сказка! сказка!"
20417,270,,,20417:2,Встретили с улыбкой.
20417,270,,,20417:3,Очень приятно.
20417,270,,,20417:4,"Показали свободный столик на двоих, а я был."
20417,270,,,20417:5,"Да все нормально, я люблю один ходить."
20417,270,,,20417:6,Милая девушка принесла меню.
20417,270,,,20417:7,"Меню хорошее, скромное."
20417,270,,,20417:8,"Сижу, думаю, что выбрать на такой голодный желудок."
20417,270,,,20417:9,"Да вот оно, что я хотел: салат из говяжей вырезки (290р), суп мясной (210р), каре баранины (680р)."
20417,270,,,20417:10,"При заказе еще хотел взять сок, девушка посоветовала натуральный морс, я согласился."
20417,270,,,20417:11,"М-м-м, какой великолепный салат!"
20417,270,,,20417:12,Такой я еще не пробовал.
20417,270,,,20417:13,А суп даже лучше.
20417,270,,,20417:14,Очень необычный.
20417,270,,,20417:15,"Каре баранины буду, еще раз буду."
20417,270,,,20417:16,"Пока не лопну, наверно хватит одной порции."
20417,270,,,20417:17,"Да, спасибо повару большое."
20417,270,,,20417:18,Так держать!
20417,270,,,20417:19,Было вкусно!
20417,270,,,20417:20,"Интерьер красивый, все со вкусом."
20417,270,,,20417:21,"Цвет, гамма, стулья — все красиво и удобно."
20417,270,,,20417:22,Как в королевстве.
20417,270,,,20417:23,Сюда лучше прийти с любимым человеком поужинать.
20417,270,,,20417:24,Сервис хороший.
20417,270,,,20417:25,"Есть кое-какие минусы, но думаю они самоустранятся."
20417,270,,,20417:26,"На 8, но я поставлю 9."
20417,270,,,20417:27,Потому что видно — люди стремятся к лучшему.
20417,270,,,20417:28,Обязательно приеду еще раз.
16322,271,AMBIENCE#GENERAL,positive,,
16322,271,SERVICE#GENERAL,positive,,
16322,271,DRINKS#QUALITY,positive,,
16322,271,FOOD#QUALITY,conflict,,
16322,271,RESTAURANT#GENERAL,conflict,,
16322,271,FOOD#STYLE_OPTIONS,conflict,,
16322,271,,,16322:0,Летом 2009 года были с женой в этом ресторане дважды.
16322,271,,,16322:1,"К чему нет претензий, так это к меню, интерьеру и пиву."
16322,271,,,16322:2,Очень уютно (не забывайте - это пивной ресторан с присущей подобному заведению атмосферой).
16322,271,,,16322:3,"Богатое меню, есть из чего выбрать."
16322,271,,,16322:4,Блюда на любой вкус.
16322,271,,,16322:5,"Отличное темное пиво (светлое не пробовал, больше уважаю темное)."
16322,271,,,16322:6,Где-то попался на глаза комментарий про нерасторопных и грубых официанток - это не так.
16322,271,,,16322:7,"Оба раза были обслужены крайне вежливо, остались довольны."
16322,271,,,16322:8,"Может, чуть дольше, чем хотелось бы, но во-первых, тут все зависит не только от официанток, но и от поваров, а во-вторых длительное ожидание было компенсировано вежливостью и внимательностью."
16322,271,,,16322:9,Вопрос только к поварам.
16322,271,,,16322:10,"Оба раза заказывали практически одно и тоже, но если в первый раз всё было безумно вкусно, то во второй сложилось впечатление, что готовят студенты."
16322,271,,,16322:11,Видимо попалась другая смена.
16322,271,,,16322:12,"Не могу сказать, что во второй раз было несъедобно."
16322,271,,,16322:13,Нормально.
16322,271,,,16322:14,Но не более.
16322,271,,,16322:15,Но контраст с первым разом на лицо.
16322,271,,,16322:16,Даже по внешнему виду блюд.
16322,271,,,16322:17,Может эту вторую смену обидел в тот день кто? :)
16322,271,,,16322:18,"В мае с друзьями вновь едем в Питер и обязательно зайдем в ""Гусыню""."
16322,271,,,16322:19,"Будем надеяться, попадётся ""первая"" смена."
34232,272,AMBIENCE#GENERAL,positive,,
34232,272,SERVICE#GENERAL,positive,,
34232,272,RESTAURANT#GENERAL,positive,,
34232,272,FOOD#QUALITY,positive,,
34232,272,FOOD#STYLE_OPTIONS,positive,,
34232,272,RESTAURANT#PRICES,positive,,
34232,272,,,34232:0,"Вывод напишу сразу: дружелюбно, вкусно и приятно."
34232,272,,,34232:1,"В субботу вечером свободных мест было достаточно, чтобы выбрать понравившееся."
34232,272,,,34232:2,Есть и удобные диванчики и круглый стол для большой компании.
34232,272,,,34232:3,Официант-бармен - изюминка этого заведения))
34232,272,,,34232:4,"Заказ приняли быстро, принесли тоже."
34232,272,,,34232:5,"Лимонад, потом салат, потом стейк, потом кофе."
34232,272,,,34232:6,"Все своевременно, сидеть над пустой тарелкой не пришлось."
34232,272,,,34232:7,"Еда вкусная, замечаний нет."
34232,272,,,34232:8,"Стейк был именно стейком, а не куском жаренного мяса."
34232,272,,,34232:9,"Хорошие приборы, новая посуда, позитивный интерьер."
34232,272,,,34232:10,Там хочется посидеть подольше.
34232,272,,,34232:11,Чек был на 860 руб. имхо это даже дешево!
34232,272,,,34232:12,Кофе был в подарок!
34232,272,,,34232:13,Давненько я не покидала заведение такой довольной.
34232,272,,,34232:14,"За десертом я туда точно вернусь, приходите и Вы, настоятельно рекомендую!"
13252,273,RESTAURANT#PRICES,positive,,
13252,273,AMBIENCE#GENERAL,positive,,
13252,273,SERVICE#GENERAL,positive,,
13252,273,DRINKS#QUALITY,positive,,
13252,273,FOOD#QUALITY,positive,,
13252,273,FOOD#PRICES,positive,,
13252,273,RESTAURANT#GENERAL,positive,,
13252,273,DRINKS#PRICES,negative,,
13252,273,,,13252:0,По роду своей деятельности часто бываю в Московском районе и несколько раз заходила обедать в этот ресторанчик.
13252,273,,,13252:1,Днем там малолюдно и привлекает 20 процентная скидка на все блюда до 16 часов.
13252,273,,,13252:2,"Гардероб действительно не работал, но нас это не напрягло, мест, куда можно положить одежду предостаточно."
13252,273,,,13252:3,"Всегда выбираем второй зал, нам там кажется уютнее."
13252,273,,,13252:4,"Интерьер в восточном стиле, приглушенное освещение, негромкая фоновая музыка, не мешающая беседе."
13252,273,,,13252:5,"На могу сказать о всех блюдах, а ассортимент там достаточно большой, но то, что выбираем мы- мне нравится."
13252,273,,,13252:6,"Раз ресторан восточный, мы и выбираем блюда восточной кухни."
13252,273,,,13252:7,"Все шашлыки, а мы заказывали их и из телятины и из говядины и из свинины, были превосходны."
13252,273,,,13252:8,"Очень нравится блюдо садж - мясо, говядина, телятина на выбор, с грибами и овощами подается в большой металлической тарелке на углях."
13252,273,,,13252:9,"Очень вкусный чай по восточному с инжирным вареньем, он правда, достаточно дорогой."
13252,273,,,13252:10,"Обслуживания все те три раза, что мы там были, также было безупречным."
13252,273,,,13252:11,"Вежливые, доброжелательные официанты, всегда готовые, что-то подсказать и посоветовать."
13252,273,,,13252:12,По моей рекомендации этот ресторан посетили несколько пар моих друзей и также остались довольны.
13252,273,,,13252:13,Очень хорошее соотношение цены и качества.
34761,274,SERVICE#GENERAL,positive,,
34761,274,AMBIENCE#GENERAL,positive,,
34761,274,FOOD#QUALITY,positive,,
34761,274,RESTAURANT#GENERAL,positive,,
34761,274,,,34761:0,Хочется поделиться со всеми пользователями сайта отзывом о ресторане Duplex.
34761,274,,,34761:1,Данный ресторан мы выбрали для празднования свадебного праздничного ужина в кругу друзей и близких.
34761,274,,,34761:2,"Предварительно посетив данный ресторан, нам удалось оценить качество блюд и наглядно посмотреть интерьер внутри."
34761,274,,,34761:3,"Так как торжество планировалось на 25 человек, места для наших гостей было вполне достаточно и для танцев в том числе."
34761,274,,,34761:4,"Менеджер Алексей, который принимал наш заказ и подписывал договор, провёл всё мероприятие сам, чем очень нас порадовал."
34761,274,,,34761:5,В меню мы выбирали разнообразные блюда и все они были очень вкусными.
34761,274,,,34761:6,Стол был богатым и ярким.
34761,274,,,34761:7,"Украшать зал отдельно не пришлось, интерьер очень уютный и располагающий для торжественного мероприятия."
34761,274,,,34761:8,"Все остались очень довольны, едой, сервисом и доброжелательной атмосферой в ресторане."
34761,274,,,34761:9,"Спасибо большое Алексею, за наш праздник!"
34761,274,,,34761:10,"Если бы мне пришлось второй раз выбирать ресторан, я не усомнившись сделала выбор в пользу Duplex!"
32206,275,AMBIENCE#GENERAL,positive,,
32206,275,SERVICE#GENERAL,positive,,
32206,275,RESTAURANT#GENERAL,positive,,
32206,275,FOOD#PRICES,positive,,
32206,275,FOOD#QUALITY,conflict,,
32206,275,FOOD#STYLE_OPTIONS,positive,,
32206,275,,,32206:0,"Как только с больших окон ""Асахи"" сняли глухие шторы (больше года назад), место это перестало слыть дорогим, невкусным и пафосным."
32206,275,,,32206:1,"Два этажа, очень спокойный, но стильный интерьер, само место неожиданно располагает к тому, чтобы провести там время за разговором, а ""заодно"" и поесть."
32206,275,,,32206:2,"Так как от дома идти недалеко, облюбовали ресторан для семейных бесед: здесь слышно собеседника, даже когда полный зал посетителей."
32206,275,,,32206:3,Обслуживание на уровне.
32206,275,,,32206:4,"И встречают, и провожают (без страшных криков на японском:)), и заказ повторят, и очередность блюд соблюдают, и пепельницу меняют без дополнительной просьбы."
32206,275,,,32206:5,"В меню, кроме японской кухни, есть один раздел с ""авторской"" европейской, хотя готовят эти блюда значительно дольше японских."
32206,275,,,32206:6,"Суши в Асахи так себе, но их можно и не заказывать - есть отличные роллы, в любой по вашему желанию добавят сыр Филадельфия, кроме того, есть роллы без риса; неплохие сашими, замечательные легкие салаты (с лососем, крабом, тунцом), порции салатов большие, из горячего - душевный лосось терияки."
32206,275,,,32206:7,Из всех японских заведений в районе Московская-Электросила здесь самый вкусный крабовый суп.
32206,275,,,32206:8,"До 18 часов две суши по цене одной, плюс бесплатно доставляют еду домой."
32206,275,,,32206:9,"В общем, приличное место, можно рекомендовать как для переговоров, так и для романтической встречи."
32206,275,,,32206:10,Бываю здесь минимум раз в неделю.
28112,276,RESTAURANT#GENERAL,positive,,
28112,276,SERVICE#GENERAL,positive,,
28112,276,AMBIENCE#GENERAL,conflict,,
28112,276,FOOD#QUALITY,positive,,
28112,276,FOOD#STYLE_OPTIONS,positive,,
