/Reviews,,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
es_bal-donsera-zaragoza_comment-2212,465,,,es_bal-donsera-zaragoza_comment-2212:8,,,"Qué pena que no sepan diferenciar entre un pescado cocinado “en su punto” y un pescado directamente crudo, donde la carne no se desprende de la espina por falta de calor y cocción."
es_bal-donsera-zaragoza_comment-2212,465,,,es_bal-donsera-zaragoza_comment-2212:9,,,"Y que conste que me encantan los “sushi” y los “sashimi”, pero una cosa es una preparación específica cumpliendo los requisitos para prevenir la ingesta de anisakis vivos y otra tomar un pescado salvaje poco cocinado, con gran probabilidad de existencia de parasitos activos."
es_bal-donsera-zaragoza_comment-2212,465,,,es_bal-donsera-zaragoza_comment-2212:10,,,"Qué pena que se confundan las cosas, no hay nada peor que un “enterado” mal informado, como es el caso de este cocinero."
es_bal-donsera-zaragoza_comment-2215,466,RESTAURANT#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-2215,466,,,es_bal-donsera-zaragoza_comment-2215:0,TRUE,,"Ana, Carlos, Pedro, Anselmo: muchas gracias por vuestro apoyo."
es_bal-donsera-zaragoza_comment-2215,466,,,es_bal-donsera-zaragoza_comment-2215:1,TRUE,,"Anselmo, perdón por los errores ortográficos, son fruto de las prisas, no dispongo de todo el tiempo que me gustaría, le agradecería me reportará cualquier error que encontrara, gracias."
es_bal-donsera-zaragoza_comment-2215,466,,,es_bal-donsera-zaragoza_comment-2215:2,,,"Por otro lado me alegro de coincidir con usted en los gustos, no tanto de que ambos saliéramos decepcionados de este restaurante, porque supongo que a usted, igual que a mi, nos hubiera gustado salir contentísimos del Bal d’Onsera, recomendarlo por doquier y no tener la sensación de haber perdido tiempo y dinero, al menos yo."
es_bal-donsera-zaragoza_comment-2215,466,,,es_bal-donsera-zaragoza_comment-2215:3,TRUE,,"No es fácil, por otro lado, aguantar a los “interesados” gastronómicos, los estira levitas, moscones, sinvergüenzas y cobardes (porque nadie dice su nombre apellidos y “posición” en este mundillo cuando insultan) que escriben comentarios cuando un “intruso”, como yo, dice lo que piensa con libertad."
es_bal-donsera-zaragoza_comment-2215,466,,,es_bal-donsera-zaragoza_comment-2215:4,TRUE,,"Son muchos, muchísimos, los propietarios de restaurantes que me han confesado que no aparecen en medios especializados si no compran publicidad, si no invitan a los listillos, etc… algunos se doblegan, que remedio, es el pan de sus hijos, otros sin embargo estóicamente aguantan en su puesto y que menos que los humildes clientes, como el que escribe, digamos públicamente que ellos también tienen buenas mesas."
es_bal-donsera-zaragoza_comment-2240,467,RESTAURANT#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-2240,467,RESTAURANT#PRICES,negative,,,,
es_bal-donsera-zaragoza_comment-2240,467,FOOD#QUALITY,negative,,,,
es_bal-donsera-zaragoza_comment-2240,467,,,es_bal-donsera-zaragoza_comment-2240:0,,,"Pocas veces coincide la opinión de uno mismo con la de otros “criticos gastronómicos”, pero pocas veces he podido estar más de acuerdo que con la de D. José Aranda:Mi mujer y yo fuimos el pasado 25 de mayo (martes)a celebrar algo especial a este restaurante y salimos decepcionados."
es_bal-donsera-zaragoza_comment-2240,467,,,es_bal-donsera-zaragoza_comment-2240:1,,,Nos planteamos el porqué de su estrella y nos dolió el bolsillo.
es_bal-donsera-zaragoza_comment-2240,467,,,es_bal-donsera-zaragoza_comment-2240:2,TRUE,,"(casi lo peor que te puede pasar en un restaurante)Me gusta opinar pasado un tiempo, cuando ya has asimilado la experiencia."
es_bal-donsera-zaragoza_comment-2240,467,,,es_bal-donsera-zaragoza_comment-2240:3,,,La verdad no me acuerdo de ningun plato del menú degustación que tomanos (sintomático).
es_bal-donsera-zaragoza_comment-2240,467,,,es_bal-donsera-zaragoza_comment-2240:4,,,"Tan solo recuerdo una sosísima y poco fresca merluza.Cuando vas a un lugar de estos esperas todo y tal vez te vuelvas menos permisivo que con otros, pero aun con esto no merece la pena el restaurante."
es_bal-donsera-zaragoza_comment-2240,467,,,es_bal-donsera-zaragoza_comment-2240:5,TRUE,,Creo que todos podemos nombrar al menos media docena de sitios en Zaragoza donde comer (como experiencia global) mejor que aquí.
es_bal-donsera-zaragoza_comment-3237,468,LOCATION#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-3237,468,AMBIENCE#GENERAL,positive,,,,
es_bal-donsera-zaragoza_comment-3237,468,DRINKS#STYLE_OPTIONS,positive,,,,
es_bal-donsera-zaragoza_comment-3237,468,DRINKS#QUALITY,positive,,,,
es_bal-donsera-zaragoza_comment-3237,468,DRINKS#PRICES,positive,,,,
es_bal-donsera-zaragoza_comment-3237,468,FOOD#STYLE_OPTIONS,positive,,,,
es_bal-donsera-zaragoza_comment-3237,468,FOOD#QUALITY,positive,,,,
es_bal-donsera-zaragoza_comment-3237,468,RESTAURANT#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-3237,468,SERVICE#GENERAL,conflict,,,,
es_bal-donsera-zaragoza_comment-3237,468,RESTAURANT#PRICES,neutral,,,,
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:0,TRUE,,"Siento mucho la opinión que tiene usted de este restaurante, así como la de alguno de los lectores de esta web."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:1,,,"Le voy a intentar explicar el porqué de su estrellato, y la forma de entender este tipo de restaurante (cosa que con todos los respetos no es posible para a todo el mundo porque así es la vida)."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:2,,,"Lo primero que quiero decirle es que he estado 4 o 5 veces, pero dado la llegada de la crisis no voy desde hace dos años, no porque no quiera sino porque no puedo."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:3,TRUE,,"Pero dicho esto, empecemos a comentar punto por punto:  -EL LOCAL: Para gustos colores."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:4,,,"A mí personalmente no me gusta ni la calle ni la zona de Zaragoza (debería estar más céntrico), pero dicho esto si que valoro y mucho la amplitud de las mesas redondas (que no me puedo explicar desde el punto de vista económico dado que si todas las mesas se ocupan sólo por dos comensales significa una menor facturación)."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:5,,,Es un gozo y deleite tener una mesa con mantel tan grande para tí y tu acompañante.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:6,TRUE,,"Hay que valorar ese esfuerzo por parte del empresario hacia sus clientes, cosa que seguro lo valoran muchas persona…."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:7,TRUE,,"-EL SERVICIO: dice usted que en ningún momento empatizó y que le gusta que len pregunten…”Pues fíjese, a mí me gusta que no me molesten."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:8,TRUE,,"Aquí hay varios tipos de clientes, los que le gustan que le peloteen y los que no."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:9,TRUE,,Si es de los primeros (vayase a restaurante del hotel Palafox que tiene a Jésús (el bigotes) que lo hace a la perfección).
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:10,TRUE,,"A mí y a muchas personas nos gusta comer bien y pasar una agradable velada, y no nos gusta que nos interrumpa interesandose si te gusta, si está todo correcto, si quiere algo más, etc."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:11,TRUE,,"Si usted ha ido a muchos restaurantes con estrella Michelín verá que el único momento que te molestan es cuando te enuncian los platos a la hora de servirlos.Por supuesto si les preguntas y les das pie entonces te responden.Pero a lo que vamos, se trata de que los comensales disfruten de su velada, tanto por el ambiente, como por la comida."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:12,,,Y el sercicio?
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:13,TRUE,,Este tiene que ser siempre exquisito y pasar desapercibido.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:14,TRUE,,Si es así entonces ha sido perfecto.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:15,,,Para mí el SERVICIO de este restaurante lo valoro como de los mejores porque no molestan.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:16,TRUE,,"Respecto a que no le entienden al hablar, discúlpeme que ni siquiera le responda porque no me lo creo."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:17,,,Todas las veces que he ido estaban una chica con el pelo corto de color negro (española) y la mujer del cocinero (Carmen).
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:18,,,Ambas dos muy discretas como se requiere en este tipo de establecimeinto.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:19,,,"-LA CARTA DE VINOS: Desgraciadamente no me considero un experto  pero dado las dimensiones tan reducidas del local, me parece una carta muy acertada."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:20,,,"Además me sorprende la promoción de los mejores vinos de nuestra región, cosa que no he visto apostar por ellos tanto como este restaurante.Los precios?"
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:21,,,Permítame decirle que no puede valer el mismo vino en este establecimiento que en cualquier otro.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:22,TRUE,,Obvio.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:23,,,LA CARTA: En este punto coincido en su acierto de pedir el menú degustación.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:24,,,Aquí es donde el cocinero nos puede sorprender y deleitar con su saber hacer.Yo tengo que reconocer que la 1º vez me sorprendió gratamente.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:25,,,Experimenté sensaciones diferentes y fue un placer culinario que pocas veces había experimentado.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:26,,,"Entonces no tenía la Estrella Michelín pero ya se podía intuir que iba a caer.La cocina es imaginativa, moderna, sofisticada, etc¿Que se quedó con hambre?"
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:27,,,Pues no me lo creo.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:28,TRUE,,"Que lo diga otro me lo puedo creer pero alguien como usted?Mire, conozco a gente que va a Arzak y dice lo mismo."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:29,,,Y de Can Roca lo mismo.¿Qué les digo yo?
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:30,TRUE,,"Majo, vete al calamar bravo y pídete dos bocatas."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:31,TRUE,,Te has confundido de sitio.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:32,,,"Si no te gusta tienes los WOK que es un self-service hasta que no puedas más…  Por terminar, le diré que a este restaurante le faltan cosas."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:33,TRUE,,Pero por eso no tiene tres estrellas y sólo tiene una estrella.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:34,,,De lo que estoy de acuerdo totalmente con usted es del maridaje de los vinos.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:35,,,¿Cómo vamos a pedir un  vino si no somos adivinos de los platos que nos van a sacar?En este punto fallan.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:36,,,"Y respecto al precio, pues es el que es."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:37,TRUE,,"Para mí prohibitivo en estos tiempos, pero a pesar de todo no creo que ganen mucho dinero porque sólo hay cinco mesas."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:38,,,"Un último comentario a favor del cocinero es que el pasado año estuvo invitado en la pasada Expo en China (salió en prensa), y los platos que presentó en la semana española eran típicos aragoneses (borraja, ternasco… y todo con vinos aragoneses).Con esto lo único que quiero indicar es mi sorpresa por la propaganda de la comida aragonesa, cosa que me alegro que alguien la defienda ( y lo dice un aragonés español)."
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:39,TRUE,,Saludos y ehorabuena por su página web.
es_bal-donsera-zaragoza_comment-3237,468,,,es_bal-donsera-zaragoza_comment-3237:40,,,Gonzalo
es_bal-donsera-zaragoza_comment-3238,469,SERVICE#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-3238,469,FOOD#PRICES,negative,,,,
es_bal-donsera-zaragoza_comment-3238,469,FOOD#STYLE_OPTIONS,negative,,,,
es_bal-donsera-zaragoza_comment-3238,469,RESTAURANT#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-3238,469,,,es_bal-donsera-zaragoza_comment-3238:0,,,"Para Gonzalo, le voy a contestar brevemente: No me gusta que me peloteen, al personal de sala tampoco le gusta hacerlo, pero a veces hay que reconocer que entra dentro de su “labor” porque hay a quién le gusta, pero es distinto pelotear que interesarse por el bienestar de los comensales, sobre todo cuando se llevan un plato enterito de nuevo a cocina, un “¿no les ha gustado?”, “¿está todo bien?”, a la hora de recoger los platos no molesta,no es peloteo, es educación."
es_bal-donsera-zaragoza_comment-3238,469,,,es_bal-donsera-zaragoza_comment-3238:1,,,"Dice que no me cree cuando comento que no entendía a la persona que me traía los platos cuando los presentaba, pues le puedo asegurar que la chica no hablaba castellano ni a medias, ¿qué quiere que le diga?, si quiere pregunte en el restaurante el personal que tenían para esas fechas, es algo tan sencillo de validar que no merece más palabras."
es_bal-donsera-zaragoza_comment-3238,469,,,es_bal-donsera-zaragoza_comment-3238:2,,,"Tampoco se cree que me quedé con hambre, pues sí, me quedé con hambre, y a mi me gusta cuando voy a comer a un restaurante, independientemente del nivel y precio, salir comido, sino no lo llamaría ir a comer… podríamos decir ¿vamos a una exhibición de cocina al restaurante Bal d’ Onsera donde incluso, por 80 euros por persona, nos permiten probar un poquito de cada creación?, pero eso sí, luego a comer nos vamos a casa."
es_bal-donsera-zaragoza_comment-3238,469,,,es_bal-donsera-zaragoza_comment-3238:3,TRUE,,"Finalmente me gustaría agradecerle que haya incluido su nombre y apellidos, como yo lo hago, dando la cara, está muy bien tener diferentes puntos de vista, esto enriquece, yo doy mi opinión y usted la suya."
es_bal-donsera-zaragoza_comment-3238,469,,,es_bal-donsera-zaragoza_comment-3238:4,TRUE,,"Por desgracia lo habitual es que la gente en internet se esconda y demuestren su cobardía, no es su caso, gracias por su franqueza."
es_bal-donsera-zaragoza_comment-3435,470,RESTAURANT#GENERAL,positive,,,,
es_bal-donsera-zaragoza_comment-3435,470,,,es_bal-donsera-zaragoza_comment-3435:0,,,"Buenos días,Soy una cliente habitual de este restaurante y una convencida de este tipo de cocina."
es_bal-donsera-zaragoza_comment-3435,470,,,es_bal-donsera-zaragoza_comment-3435:1,TRUE,,"Sinceramente, me parecen alucinantes algunos comentarios negativos sobre este restaurante."
es_bal-donsera-zaragoza_comment-3435,470,,,es_bal-donsera-zaragoza_comment-3435:2,TRUE,,"A pesar de ellos, Bal D’Onsera sigue manteniendo su estrella Michelin (4º año consecutivo como UNICO en Zaragoza) y este año cuenta con 1 sol Repsol; lo que lo distingue como UNICO retsaurante en Aragón con doble reconocimiento por parte de las 2 guías referente de la gastronomía."
es_bal-donsera-zaragoza_comment-3435,470,,,es_bal-donsera-zaragoza_comment-3435:3,TRUE,,Estoy de acuerdo con Gonzalo en que le queda mucho por recorrer; hasta la 2ª y 3ª estrella y soles.
es_bal-donsera-zaragoza_comment-3435,470,,,es_bal-donsera-zaragoza_comment-3435:4,TRUE,,"Pero también creo que este reconocimiento debería hacer reflexionar a aquellas voces o comentarios críticos, que también se pueden equivocar.Zaragozana"
es_bal-donsera-zaragoza_comment-3493,471,RESTAURANT#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-3493,471,AMBIENCE#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-3493,471,FOOD#QUALITY,negative,,,,
es_bal-donsera-zaragoza_comment-3493,471,FOOD#STYLE_OPTIONS,negative,,,,
es_bal-donsera-zaragoza_comment-3493,471,DRINKS#QUALITY,negative,,,,
es_bal-donsera-zaragoza_comment-3493,471,SERVICE#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:0,TRUE,,"Estuvimos el pasado dia 2-3-12 comiendo (celebrando nuetro aniversario de bodas) y he esperado unos dias, para hacer la critica, a que se me pasara el cabreo.Adquirimos, en una web de descuentos, dos bonos para comer en este establecimiento, una estrella michelin, magnifico!"
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:1,,,(pense).El resultado no pudo ser mas decepcionante.
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:2,,,"Para empezar la puerta parece la del almacen, llamas al portero automatico y te abren (aunque esto me direis que es secundario)."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:3,,,"Una vez dentro la decoracion es como le gustaria a mi mujer que fuera la de nuestra casa: minimalista.Del mobiliario solo decir un par de cosas: las sillas incomodas y las mesas del tamaño de “La Misericordia”, si no acercamos las sillas entre si parece que estoy comiendo enfadado con mi mujer."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:4,,,"Para finalizar con los previos antes de entrar con la comida un comentario: un poquito de musica de ambiente daria intimidad, se oia todo lo que se decia en las otras 5 mesas que estaban ocupadas (todas ellas con parejas con cupones de descuento como nosotros)."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:5,,,Empecemos con el menu:
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:6,,,"- Carpaccio de bonito: Seria bonito, no lo discuto, pero no me supo a nada, totalmente insipido, tambien tenia remolacha, igual de insipida, y un helado de, creo recordar que de mango, que si tenia algun sabor."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:7,,,"- Vieira y langostino al azafran con verduras de invierno: Si observais en el nombre del plato esta en singular la vieira y el langostino y el motivo no es otro que habia uno de cada, en este caso los sabores, imposible de eliminar, eran correctos, el azafran estar estaria, pero ni me supo ni lo vi."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:8,,,-Bacalao al pil pil aireado: Ninguna objecion (es lo mejor que puedo decir).
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:9,,,"-Risotto de hongos trufa y foie: El foie tiene poco misterio una sarten y nada mas, es muy dificil estropearlo,ahora bien el risotto corrio peor suerte, era risotto, de eso estoy seguro, por que lo vi, granos de arroz y demas pero sabor, eso si muy intenso, a nata y solo a nata."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:10,,,"- Carrillera de ternera glaseada: Blanda como la mantequilla pero no sabia a nada de nada, totalmente insulsa."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:11,,,"- Limon, mango y moscatel, fresas con vino: El postre estaba bueno (sin mas).Terminamos la comida con un Gin Tonic con preparacion gourmet (ponia en el cupon de descuento): El combinado salio prepado de la cocina."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:12,,,"Lamento ser yo quien os diga que los combinados se preparan en la mesa, de la cocina sale el vaso (o lo que sea, en este caso copa) con el hielo y la rodajita de limon, lima o lo que sea y la ginebra se sirve delante del cliente al igual que la tonica, no es por suspicacia es por practica habitual (no se me pasa por la mente dudar de los ingredientes pero no queda bien)."
es_bal-donsera-zaragoza_comment-3493,471,,,es_bal-donsera-zaragoza_comment-3493:13,,,"Ahora es el turno del servicio: correcto en el trato pero lento es poco, entre plato y plato unos tiempos de espera inaceptable.He dejado para el final un pequeño detalle, para algunos sin importancia, y es el tamaño de las raciones: Se puede poner menos en cada uno de los platos pero eso es muy muy dificil (menos mal que habiamos tomado el aperitivo en Palomeque donde las raciones si son generosas)Con todo esto mi opinion creo que queda clara y añadire solo una cosa mas: Sali sintiendome estafado"
es_bal-donsera-zaragoza_comment-3636,472,FOOD#STYLE_OPTIONS,negative,,,,
es_bal-donsera-zaragoza_comment-3636,472,RESTAURANT#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-3636,472,DRINKS#QUALITY,negative,,,,
es_bal-donsera-zaragoza_comment-3636,472,AMBIENCE#GENERAL,positive,,,,
es_bal-donsera-zaragoza_comment-3636,472,FOOD#QUALITY,positive,,,,
es_bal-donsera-zaragoza_comment-3636,472,RESTAURANT#PRICES,negative,,,,
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:0,TRUE,,"Hace unos días compré dos bonos en Groupalia, para el Restaurante de una Estrella Michelin, la Bal d´Onsera, a 49€/persona, por lo que me gasté 98€ para llevar a cenar a mi acompañante, era una ocasión especial."
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:1,TRUE,,"Parecía una apuesta sobre seguro, “único restaurante de Zaragoza con Estrella Michelín”!!"
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:2,,,"Era imprescindible cita previa, por lo que avisé con dos semanas de tiempo, eligiendo un martes por la noche."
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:3,TRUE,,"Este era el menú que aparecía en el cupón, la verdad que tenía muy buena pinta…:"
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:4,,,Aperitivos:Tartar de bacalao.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:5,,,Gazpacho de Zaragoza.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:6,,,"Primeros:Ensalada contemporánea de bonito, verduritas y hortalizas de temporada."
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:7,,,"Huevo encebollado.Risotto de azafrán, verduras y frutos del mar."
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:8,,,Segundo a elegir:Solomillo de ternera del Pirineo con tallarines de pimiento rojo y patata cremosa.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:9,,,Bacalao asado con vinagreta de tomate y borrajas.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:10,,,"Postre:Albericoque, yogurt de oveja, caramelo y aroma de flor de saúco."
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:11,,,Degustación de vinos:Veraton.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:12,,,Vino tinto de la D.O.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:13,,,de Borja.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:14,,,100% garnacha.Onoro vera.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:15,,,Vino tinto de la D.O de Calatayud.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:16,,,100€ garnacha.Edra blanco luz.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:17,,,Vino blanco de la tierra (Ayerbe).
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:18,,,Viognier.Cava Brut Reserva Marqués de Gelida.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:19,,,Agricultura ecológica.
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:20,,,"Pues bien, para empezar, llegamos al restaurante, y éramos los primeros, todo el comedor para nosotros solos!"
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:21,,,"Al sentarnos a la mesa, ya nos dicen que el solomillo de ternera se les había terminado (principio de semana, primeros en llegar a cenar, con un menú cerrado y avisando con dos semanas de tiempo….), que nos darían chuleta de ternera… primer chasco, creo que no es comparable (y desde luego, no lo fue, requería masticarlo muuucho tiempo)."
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:22,,,"Seguidamente de advertirnos el cambio, nos pregunta si un vino blanco nos parecía bien para empezar, por lo que, ante esa pregunta, le comenté si no iban a servir los tres vinos que aparecían en el cupón, a lo que nos respondió que una de las bodegas, no les suministraba hasta noviembre…algo que a mi personalmente, me parece estupendo… pero no nos lo iban a servir!!!, ya que habían considerado suficiente dos vinos, uno blanco y uno tinto..  Me parece que cuando has pagado por un menú cerrado, se deberían de ajustar a lo que has comprado, ya que si no, es una estafa, y si luego ven que no tienen margen suficiente, cuando saquen otro bono, que ajusten el menú a lo que les parezca, así el consumidor puede elegir antes de comprar.Pues no acaba todo ahí, le preguntamos por el cava y nos dice, que tampoco lo servían, que creían que el menú está bien así!!!"
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:23,TRUE,,Para alucinar!
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:24,,,"claro, una vez que ya has pagado!"
es_bal-donsera-zaragoza_comment-3636,472,,,es_bal-donsera-zaragoza_comment-3636:25,,,"Por supuesto, como era un momento especial, no quise montar ningún circo, ni pedir el libro de reclamaciones, pero la sensación con la que salí de ese restaurante no fue buena, me sentí estafada.En fin, que no lo aconsejo para nada, el sitio es bonito, la comida buena, pero excesivamente caro para lo que realmente es, y por supuesto, no animo a nadie a que compre cupones para comer allí, puesto que se arriesgan a que les sirvan lo que ellos consideren en ese momento, independientemente de lo que hayas pagado con anterioridad."
es_bal-donsera-zaragoza_comment-4320,473,AMBIENCE#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-4320,473,RESTAURANT#GENERAL,negative,,,,
es_bal-donsera-zaragoza_comment-4320,473,,,es_bal-donsera-zaragoza_comment-4320:0,,,"Estube ayer dia 22 de febrero en el restaurante bal d’osera y mi sorpresa fue que primero se disculpan porque aun no tienen percheros, luego las mesas tambien te dicen que son provisonales (que no hubieran abierto aun, si no podian) porque el precio desde luego no lo han bajado."
es_bal-donsera-zaragoza_comment-4320,473,,,es_bal-donsera-zaragoza_comment-4320:1,,,"Para mi con esta reforma a perdido encanto, pues estas cenando sin privacidad, viendo y oyendo a la gente que hay en la barra del bar."
es_bal-donsera-zaragoza_comment-4320,473,,,es_bal-donsera-zaragoza_comment-4320:2,,,Con lo cual en el comedor tienes que levantar mas la voz para oirte y se forma un ambiente que no lo que se espera de una estrella michelin.
