/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
154,316,LAPTOP#USABILITY,negative,,,
154,316,OS#GENERAL,negative,,,
154,316,LAPTOP#CONNECTIVITY,negative,,,
154,316,KEYBOARD#QUALITY,negative,,,
154,316,MOUSE#QUALITY,negative,,,
154,316,DISPLAY#QUALITY,negative,,,
154,316,COMPANY#GENERAL,negative,,,
154,316,,,154:0,,The only pro to this computer is it was under $600!
154,316,,,154:1,,Everything is falling apart internally and externally.
154,316,,,154:2,,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program."
154,316,,,154:3,,With in weeks of purchasing my computer is began to slow down.
154,316,,,154:4,,"I am constantly trying to uninstall programs, clean cookies, and delete unused files."
154,316,,,154:5,,Nightly my computer defrags itself and runs a virus scan.
154,316,,,154:6,,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed."
154,316,,,154:7,,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works."
154,316,,,154:8,,"I have Vista, so I am unable to install and uninstall  some programs."
154,316,,,154:9,,I can't even install one of the 3 printers I have in my house so I am unable to print.
154,316,,,154:10,,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
154,316,,,154:11,,In short I would never buy a Compaq again.
154,316,,,154:12,,"My last computer, a Toshiba, cost only $400, and worked like a charm for many years."
70,317,LAPTOP#USABILITY,positive,,,
70,317,LAPTOP#GENERAL,positive,,,
70,317,,,70:0,,It is the easiest computer I have ever used
70,317,,,70:1,,I have had some excellent computer and have found I had no idea what to do with them
70,317,,,70:2,,"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down"
70,317,,,70:3,,I LOVE IT!
70,317,,,70:4,,I can't say enough good for it!
82,318,LAPTOP#GENERAL,positive,,,
82,318,COMPANY#GENERAL,positive,,,
82,318,,,82:0,,I've always owned a PC and decided to try a MacBook to see what it's all about.
82,318,,,82:1,,I love it!
82,318,,,82:2,,I'm so glad I purchased a Mac and not another PC!!!
82,318,,,82:3,,They definitely have a superior product!
304,319,LAPTOP#GENERAL,positive,,,
304,319,OS#OPERATION_PERFORMANCE,positive,,,
304,319,OS#QUALITY,positive,,,
304,319,MOUSE#DESIGN_FEATURES,positive,,,
304,319,MOUSE#USABILITY,positive,,,
304,319,COMPANY#GENERAL,positive,,,
304,319,OS#USABILITY,positive,,,
304,319,,,304:0,,From the second you open the box you will fall in love with this computer!
304,319,,,304:1,,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.
304,319,,,304:2,,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!"
304,319,,,304:3,,"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion."
304,319,,,304:4,,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!"
304,319,,,304:5,,Apple continues to shine and provide a much more enjoyable computer experience!
115,320,LAPTOP#GENERAL,positive,,,
115,320,SUPPORT#QUALITY,negative,,,
115,320,KEYBOARD#QUALITY,negative,,,
115,320,KEYBOARD#OPERATION_PERFORMANCE,negative,,,
115,320,POWER_SUPPLY#QUALITY,negative,,,
115,320,,,115:0,,As an owner of a Toshiba Satalite laptop computer things you should know before you buy.
115,320,,,115:1,,The Computer itself is a good product but the repair depot stinks.
115,320,,,115:2,,I have had to send in my laptop three times to get it fixed.
115,320,,,115:3,,Two of the times was in one month.
115,320,,,115:4,,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.
115,320,,,115:5,,Toshiba does not send any one out unless you have paid extra to have the on site repair done.
115,320,,,115:6,,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.
115,320,,,115:7,,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.
115,320,,,115:8,,As well as having the plug in the computer come loose.
115,320,,,115:9,,This has happened three times so far.
115,320,,,115:10,,Two times with in one month.
115,320,,,115:11,,"I am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it."
115,320,,,115:12,,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.
115,320,,,115:13,,It still seems to be a little lose now but so far seems to be hanging in there.
201,321,LAPTOP#GENERAL,positive,,,
201,321,LAPTOP#MISCELLANEOUS,positive,,,
201,321,LAPTOP#DESIGN_FEATURES,positive,,,
201,321,LAPTOP#USABILITY,positive,,,
201,321,MEMORY#DESIGN_FEATURES,positive,,,
201,321,BATTERY#OPERATION_PERFORMANCE,positive,,,
201,321,LAPTOP#PORTABILITY,positive,,,
201,321,SOFTWARE#MISCELLANEOUS,positive,,,
201,321,LAPTOP#CONNECTIVITY,positive,,,
201,321,,,201:0,,The apple MacBook is the best investment that I have ever made.
201,321,,,201:1,,I previously owned a Toshiba and it only lasted about 2 years.
201,321,,,201:2,,The newer MacBook that I have purchased is one of the best computers.
201,321,,,201:3,,I am a college student and it has been very useful.
201,321,,,201:4,,It has all the features that are necessary for college and if not they are able to be added onto the computer.
201,321,,,201:5,,It has a lot of memory and a great battery life.
201,321,,,201:6,,It is sleek and lightweight and charges quickly when needed.
201,321,,,201:7,,Its white color is stylish for college students and easy to take to carry and take to classes.
201,321,,,201:8,,Iphoto is great for adding pictures right to facebook and other social networking sites.
201,321,,,201:9,,The internet capabilities are also very strong and picks up signals very easily.
301,322,LAPTOP#QUALITY,positive,,,
301,322,LAPTOP#USABILITY,positive,,,
301,322,LAPTOP#GENERAL,positive,,,
301,322,LAPTOP#DESIGN_FEATURES,positive,,,
301,322,COMPANY#GENERAL,positive,,,
301,322,,,301:0,,It was secure and easy to navigate.
301,322,,,301:1,,It is everything that I would want in a computer.
301,322,,,301:2,,"Besides the great look, it is a great machine."
301,322,,,301:3,,I would definitely not go back to using a PC after using the mac.
301,322,,,301:4,,Once again apple stands alone at the top of the charts.
273,323,LAPTOP#DESIGN_FEATURES,positive,,,
273,323,LAPTOP#QUALITY,positive,,,
273,323,OS#USABILITY,neutral,,,
273,323,DISPLAY#DESIGN_FEATURES,positive,,,
273,323,MOUSE#DESIGN_FEATURES,positive,,,
273,323,LAPTOP#USABILITY,positive,,,
273,323,SOFTWARE#MISCELLANEOUS,positive,,,
273,323,LAPTOP#GENERAL,positive,,,
273,323,LAPTOP#OPERATION_PERFORMANCE,positive,,,
273,323,LAPTOP#PRICE,negative,,,
273,323,,,273:0,,I'm already hooked on the sleek look and dependability that this laptop has shown.
273,323,,,273:1,,"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around."
273,323,,,273:2,,The unibody design is edgy and durable.
273,323,,,273:3,,The LED backlit display makes my pictures pop so much more.
273,323,,,273:4,,I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.
273,323,,,273:5,,"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker."
273,323,,,273:6,,A key contributor that led me to Mac is the art aspect.
273,323,,,273:7,,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.
273,323,,,273:8,,I'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.
273,323,,,273:9,,It's more expensive but well worth it in the long run.
176,324,LAPTOP#GENERAL,positive,,,
176,324,DISPLAY#GENERAL,positive,,,
176,324,BATTERY#OPERATION_PERFORMANCE,positive,,,
176,324,LAPTOP#PRICE,negative,,,
176,324,,,176:0,,I saved for this laptop for 3 months and I can tell you personally it was worth the wait.
176,324,,,176:1,,"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent."
176,324,,,176:2,,"A little pricey but it is well, well worth it."
176,324,,,176:3,,I've been a PC user and I just finally switched and I am never going back.
176,324,,,176:4,,It is amazing.
204,325,LAPTOP#GENERAL,positive,,,
204,325,LAPTOP#USABILITY,positive,,,
204,325,DISPLAY#QUALITY,positive,,,
204,325,LAPTOP#DESIGN_FEATURES,positive,,,
204,325,,,204:0,,This is the third MacBook Pro in our family.
204,325,,,204:1,,I bought my first MacBook after seeing the product demonstrated.
204,325,,,204:2,,Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.
204,325,,,204:3,,Now they are believers in the product.
204,325,,,204:4,,"It is easy to use, has great screen quality, and every so light weight."
204,325,,,204:5,,I own other Macs but always find myself navigation to the MacBook Pro to get my work done.
353,326,LAPTOP#GENERAL,positive,,,
353,326,SOFTWARE#MISCELLANEOUS,negative,,,
353,326,BATTERY#OPERATION_PERFORMANCE,negative,,,
353,326,LAPTOP#DESIGN_FEATURES,negative,,,
353,326,LAPTOP#OPERATION_PERFORMANCE,positive,,,
353,326,DISPLAY#QUALITY,positive,,,
353,326,KEYBOARD#DESIGN_FEATURES,negative,,,
353,326,,,353:0,,Bought it to use mostly for oline classes.
353,326,,,353:1,,i would have to say that overall its great!
353,326,,,353:2,,"Aside from the trial software and the short battery life, lack of a webcam, its great."
353,326,,,353:3,,"Fast, great visual!"
353,326,,,353:4,,"Oh yea, has no numeric pad on the side."
353,326,,,353:5,,"I use that alot on my desktop, so I am adjusting to not having it."
393,327,LAPTOP#MISCELLANEOUS,positive,,,
393,327,DISPLAY#GENERAL,positive,,,
393,327,DISPLAY#QUALITY,positive,,,
393,327,KEYBOARD#QUALITY,positive,,,
393,327,LAPTOP#DESIGN_FEATURES,positive,,,
393,327,LAPTOP#GENERAL,positive,,,
393,327,LAPTOP#PRICE,positive,,,
393,327,LAPTOP#QUALITY,positive,,,
393,327,,,393:0,,This is my first personal Satellite purchase but had very good experience through previous Satellite work issued laptops.
393,327,,,393:1,,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.)."
393,327,,,393:2,,I occassionaly use it for work via VPN and it has not given me any problems.
393,327,,,393:3,,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right."
393,327,,,393:4,,I consider myself an average user and this computer serves my need.
393,327,,,393:5,,The price is another driving influence that made me purchase this laptop.
393,327,,,393:6,,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need."
393,327,,,393:7,,I normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...
393,327,,,393:8,,another satisfied customer.
259,328,MOUSE#USABILITY,positive,,,
259,328,SOFTWARE#GENERAL,positive,,,
259,328,LAPTOP#DESIGN_FEATURES,positive,,,
259,328,LAPTOP#QUALITY,positive,,,
259,328,DISPLAY#QUALITY,negative,,,
259,328,LAPTOP#USABILITY,positive,,,
259,328,LAPTOP#OPERATION_PERFORMANCE,positive,,,
259,328,LAPTOP#GENERAL,positive,,,
259,328,LAPTOP#MISCELLANEOUS,positive,,,
259,328,,,259:0,,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!"
259,328,,,259:1,,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC."
259,328,,,259:2,,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie."
259,328,,,259:3,,I especially appreciate the fact that it has almost zero viruses and spyware problems!
259,328,,,259:4,,"The only drawback for me is how dirty the screen gets, and rather quickly too."
259,328,,,259:5,,I'm hoping that I can find a really quick way to clean it without it getting too gross.
259,328,,,259:6,,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.
259,328,,,259:7,,Now I have the best of both worlds with all of the power and ease of the Mac!
259,328,,,259:8,,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!"
286,329,BATTERY#OPERATION_PERFORMANCE,positive,,,
286,329,LAPTOP#DESIGN_FEATURES,positive,,,
286,329,LAPTOP#OPERATION_PERFORMANCE,positive,,,
286,329,LAPTOP#MISCELLANEOUS,positive,,,
286,329,LAPTOP#QUALITY,positive,,,
286,329,LAPTOP#GENERAL,positive,,,
286,329,,,286:0,,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;"
286,329,,,286:1,,she can't tell the difference between it and her regular desktop system.
286,329,,,286:2,,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.
286,329,,,286:3,,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market."
288,330,LAPTOP#OPERATION_PERFORMANCE,positive,,,
288,330,LAPTOP#DESIGN_FEATURES,conflict,,,
288,330,LAPTOP#PORTABILITY,negative,,,
288,330,KEYBOARD#DESIGN_FEATURES,negative,,,
288,330,LAPTOP#GENERAL,positive,,,
288,330,,,288:0,,I am a freelance graphic artist.
288,330,,,288:1,,I need graphic power to run my Adobe Creative apps efficiently.
288,330,,,288:2,,This machine delivers.
288,330,,,288:3,,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.
288,330,,,288:4,,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.
288,330,,,288:5,,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.
288,330,,,288:6,,It is a bit heavy.
288,330,,,288:7,,It would be a load on long trips where a lot of walking is required.
288,330,,,288:8,,"If that is the case for you, I would suggest a pull-behind solution when looking at cases."
288,330,,,288:9,,Had some trouble finding a case that it would fit in.
288,330,,,288:10,,"This is an over-sized, 18-inch laptop."
288,330,,,288:11,,Most of the large bags are for a 17 inch.
288,330,,,288:12,,You may need to special order a bag.
288,330,,,288:13,,It wouldn't fit in most 17-inch bags.
288,330,,,288:14,,I was disappointed when I realized that the keyboard doesn't light up on this model.
288,330,,,288:15,,It also does not have bluetooth.
288,330,,,288:16,,Pay attention to the specs if you want these options.
288,330,,,288:17,,You'll need to upgrade and pay a little more for them.
288,330,,,288:18,,I should have been more observant.
288,330,,,288:19,,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard."
288,330,,,288:20,,They are not.
288,330,,,288:21,,"Overall, still a very nice machine."
288,330,,,288:22,,Boots up fast and runs great!
288,330,,,288:23,,I'm pleased.
367,331,MEMORY#DESIGN_FEATURES,positive,,,
367,331,HARD_DISC#DESIGN_FEATURES,positive,,,
367,331,LAPTOP#GENERAL,positive,,,
367,331,LAPTOP#OPERATION_PERFORMANCE,positive,,,
367,331,LAPTOP#PRICE,positive,,,
367,331,,,367:0,,I bought this laptop about a month ago to replace my compaq laptop.
367,331,,,367:1,,I paid about the same for my Toshiba as I did for the compaq a few years back.
367,331,,,367:2,,The difference is the Toshiba had a lot more memory and hard drive space.
367,331,,,367:3,,It's super fast and a great value for the price!
367,331,,,367:4,,I would definitely recommend checking out this laptop if you are in the market for one.
B00KMRGF28_314_APXO9NLLX6Q8X,332,LAPTOP#GENERAL,negative,,,
B00KMRGF28_314_APXO9NLLX6Q8X,332,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00KMRGF28_314_APXO9NLLX6Q8X,332,OPTICAL_DRIVES#QUALITY,negative,,,
B00KMRGF28_314_APXO9NLLX6Q8X,332,,,B00KMRGF28_314_APXO9NLLX6Q8X:0,,The Computer Is Horrible Its To Slow.
B00KMRGF28_314_APXO9NLLX6Q8X,332,,,B00KMRGF28_314_APXO9NLLX6Q8X:1,,The Thing That You Insert CDs Into Won't Open.
B00KMRGF28_314_APXO9NLLX6Q8X,332,,,B00KMRGF28_314_APXO9NLLX6Q8X:2,,I Won't Ever Buy A Computer Off Amazon Again That's For Sure!
193,333,LAPTOP#OPERATION_PERFORMANCE,positive,,,
193,333,LAPTOP#GENERAL,positive,,,
193,333,,,193:0,,This was an update from an early MacBook Pro.
193,333,,,193:1,,"Love the speed, especially!"
193,333,,,193:2,,So glad I decided to upgrade!
193,333,,,193:3,,"Thanks, MacConnection, for making this a seamless purchase!"
B00D7Z84OY_46_A1P70MSK0HHO7K,334,LAPTOP#GENERAL,positive,,,
B00D7Z84OY_46_A1P70MSK0HHO7K,334,LAPTOP#DESIGN_FEATURES,positive,,,
B00D7Z84OY_46_A1P70MSK0HHO7K,334,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00D7Z84OY_46_A1P70MSK0HHO7K,334,CPU#OPERATION_PERFORMANCE,positive,,,
B00D7Z84OY_46_A1P70MSK0HHO7K,334,MEMORY#DESIGN_FEATURES,positive,,,
B00D7Z84OY_46_A1P70MSK0HHO7K,334,SOFTWARE#QUALITY,positive,,,
B00D7Z84OY_46_A1P70MSK0HHO7K,334,,,B00D7Z84OY_46_A1P70MSK0HHO7K:0,,The HP Envy 15 has been everything I expected.
B00D7Z84OY_46_A1P70MSK0HHO7K,334,,,B00D7Z84OY_46_A1P70MSK0HHO7K:1,,"After doing much research for a laptop that had all the features I was looking for, This one hit all the criteria I had."
B00D7Z84OY_46_A1P70MSK0HHO7K,334,,,B00D7Z84OY_46_A1P70MSK0HHO7K:2,,Amazon had the best pricing and the delivery was on time.
B00D7Z84OY_46_A1P70MSK0HHO7K,334,,,B00D7Z84OY_46_A1P70MSK0HHO7K:3,,The laptop is very responsice with the Core i7 processor and 8GB of RAM and the sound out of the Beats audio is great.
B00D7Z84OY_46_A1P70MSK0HHO7K,334,,,B00D7Z84OY_46_A1P70MSK0HHO7K:4,,I would highly recommend this product to anyone looking for a top performing laptop.
256,335,LAPTOP#DESIGN_FEATURES,positive,,,
256,335,LAPTOP#GENERAL,positive,,,
256,335,COMPANY#GENERAL,positive,,,
256,335,LAPTOP#USABILITY,positive,,,
256,335,LAPTOP#CONNECTIVITY,positive,,,
256,335,,,256:0,,I'm new - just switched from years of PC frustration.
256,335,,,256:1,,"what an elegant, wonderful machine."
256,335,,,256:2,,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea."
256,335,,,256:3,,I really wish I had done this years ago.
256,335,,,256:4,,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.
256,335,,,256:5,,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!
256,335,,,256:6,,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,LAPTOP#GENERAL,positive,,,
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,LAPTOP#QUALITY,conflict,,,
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,LAPTOP#DESIGN_FEATURES,positive,,,
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,,,B00FU83YWS_37_A1BEVTJDXGMJ5I:0,,This lap top is good so far.
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,,,B00FU83YWS_37_A1BEVTJDXGMJ5I:1,,It is quiet runs smoothly.
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,,,B00FU83YWS_37_A1BEVTJDXGMJ5I:2,,"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag."
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,,,B00FU83YWS_37_A1BEVTJDXGMJ5I:3,,Actually streams better than my regular desk top computer.
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,,,B00FU83YWS_37_A1BEVTJDXGMJ5I:4,,"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think."
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,,,B00FU83YWS_37_A1BEVTJDXGMJ5I:5,,Now I lay a pillow on my lap first.
B00FU83YWS_37_A1BEVTJDXGMJ5I,336,,,B00FU83YWS_37_A1BEVTJDXGMJ5I:6,,Problem solved.
B00KMRGF28_374_AS24VWQPFK1HB,337,LAPTOP#MISCELLANEOUS,conflict,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,CPU#OPERATION_PERFORMANCE,negative,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,LAPTOP#DESIGN_FEATURES,negative,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,MULTIMEDIA_DEVICES#GENERAL,neutral,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,MULTIMEDIA_DEVICES#QUALITY,negative,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,BATTERY#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,LAPTOP#QUALITY,positive,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,OS#GENERAL,negative,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,SOFTWARE#GENERAL,negative,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,LAPTOP#GENERAL,neutral,,,
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:0,,"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it."
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:1,,"If you want a computer that plays games or any advanced tasks like editing video, this computer is NOT for you."
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:2,,"Now when I say don't expect to play games on it, I mean it."
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:3,,Pretty much every major game save for Solitare won't even play on it due to the slower processor.
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:4,,"Its also worth noting that there no bluetooth, no mircophone jack, no ethernet, no dvd/cd drive/burner, and no usb 3.0 ports."
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:5,,"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam."
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:6,,"The webcam is nothing special, its there if you need it."
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:7,,Don't expect it to take good pictures or video.
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:8,,The battery is pretty soild.
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:9,,It lasts up to 5-6 hours with normal use.
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:10,,The computer itself runs very quiet and is mostly cool to the touch.
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:11,,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:12,,I would strongly recommend to remove it and install Windows 7 on it with a usb drive.
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:13,,The performance will improve on it.
B00KMRGF28_374_AS24VWQPFK1HB,337,,,B00KMRGF28_374_AS24VWQPFK1HB:14,,Trust me.
102,338,LAPTOP#QUALITY,negative,,,
102,338,LAPTOP#GENERAL,negative,,,
102,338,LAPTOP#OPERATION_PERFORMANCE,negative,,,
102,338,SUPPORT#PRICE,negative,,,
102,338,COMPANY#GENERAL,negative,,,
102,338,,,102:0,,My hp G60-244dx died after only 16 months.
102,338,,,102:1,,It started out getting hot after only a few months.
102,338,,,102:2,,I should have sent it back to them then.
102,338,,,102:3,,At 16 months it started shutting off after only 5 or 10 minutes.
102,338,,,102:4,,I use a cooling pad but it doesn't help.
102,338,,,102:5,,I took it to the shop and they said It would cost too much to repair it.
102,338,,,102:6,,I had a toshiba for 10 years.
102,338,,,102:7,,I'll stick to Tashiba.
124,339,LAPTOP#GENERAL,negative,,,
124,339,LAPTOP#DESIGN_FEATURES,negative,,,
124,339,LAPTOP#PRICE,negative,,,
124,339,DISPLAY#DESIGN_FEATURES,negative,,,
124,339,PORTS#QUALITY,negative,,,
124,339,PORTS#OPERATION_PERFORMANCE,negative,,,
124,339,KEYBOARD#DESIGN_FEATURES,negative,,,
124,339,KEYBOARD#GENERAL,negative,,,
124,339,COMPANY#GENERAL,negative,,,
124,339,,,124:0,,An absolutely hateful machine that no one should get of their own free will.
124,339,,,124:1,,I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.
124,339,,,124:2,,"Mine came at $1,700 w/o a DVD burner (!)."
124,339,,,124:3,,Enough said.
124,339,,,124:4,,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk."
124,339,,,124:5,,"The 4 USB ports are nice, but the two on the side only work now and then."
124,339,,,124:6,,Keyboard could use some trimming.
124,339,,,124:7,,"Did I mention everything about it, from size to weight to keyboard screams BULK?"
49,340,SUPPORT#QUALITY,negative,,,
49,340,SHIPPING#QUALITY,negative,,,
49,340,LAPTOP#QUALITY,negative,,,
49,340,LAPTOP#PRICE,negative,,,
49,340,LAPTOP#GENERAL,negative,,,
49,340,COMPANY#GENERAL,negative,,,
49,340,,,49:0,,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners."
49,340,,,49:1,,I custom ordered the machine from HP and could NOT understand the techie due to his accent.
49,340,,,49:2,,Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date.
49,340,,,49:3,,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse."
49,340,,,49:4,,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.
49,340,,,49:5,,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use."
49,340,,,49:6,,"Although my model was listed as recalled, HP denied my claim."
49,340,,,49:7,,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed."
49,340,,,49:8,,I visited the Apple Store and was impressed with the 17-inch MacBook Pro.
49,340,,,49:9,,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop."
49,340,,,49:10,,"If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note."
48,341,LAPTOP#GENERAL,positive,,,
48,341,LAPTOP#DESIGN_FEATURES,positive,,,
48,341,LAPTOP#OPERATION_PERFORMANCE,positive,,,
48,341,LAPTOP#PORTABILITY,positive,,,
48,341,DISPLAY#DESIGN_FEATURES,positive,,,
48,341,DISPLAY#QUALITY,positive,,,
48,341,KEYBOARD#DESIGN_FEATURES,positive,,,
48,341,KEYBOARD#QUALITY,positive,,,
48,341,CPU#OPERATION_PERFORMANCE,positive,,,
48,341,LAPTOP#QUALITY,positive,,,
48,341,,,48:0,,This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.
48,341,,,48:1,,"It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it."
48,341,,,48:2,,The laptop is gorgeous.
48,341,,,48:3,,"It is sleek, smooth, and lightweight."
48,341,,,48:4,,It is easily portable and I take it everywhere I go and might require internet access.
48,341,,,48:5,,The screen is very large and crystal clear with amazing colors and resolution.
48,341,,,48:6,,The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.
48,341,,,48:7,,The processor is very quick and effective as I load webpages and applications.
48,341,,,48:8,,It is quiet and a real joy to watch work.
48,341,,,48:9,,I love it and will probably get another one when this goes to the Laptop in the sky!!
370,342,LAPTOP#GENERAL,positive,,,
370,342,LAPTOP#PRICE,neutral,,,
370,342,LAPTOP#OPERATION_PERFORMANCE,positive,,,
370,342,LAPTOP#DESIGN_FEATURES,neutral,,,
370,342,LAPTOP#MISCELLANEOUS,positive,,,
370,342,,,370:0,,Excellent product for the money.
370,342,,,370:1,,"No problems, no lock ups, no disappointments."
370,342,,,370:2,,"Not super fancy, but not super expensive either."
